"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.714701843E0,-7.151927948E-1,-2.126380205E0,1.082762122E0,2.491057471E0
3.719677260E0,-7.916355133E-1,-2.131657362E0,1.091195703E0,2.522173261E0
3.724652677E0,-9.492788315E-1,-2.043892622E0,9.959553480E-1,2.463849509E0
3.729628093E0,-1.130644798E0,-1.719832897E0,7.779450417E-1,2.200313919E0
3.734603510E0,-1.306983948E0,-1.192913294E0,4.991258383E-1,1.838579824E0
3.739578927E0,-1.454343796E0,-6.253203154E-1,2.499121428E-1,1.602684452E0
3.744554343E0,-1.654012680E0,-1.310242265E-1,1.015626192E-1,1.662299690E0
3.749529760E0,-1.915443897E0,3.292458653E-1,1.252948046E-1,1.947569498E0
3.754505177E0,-2.214629173E0,7.758548260E-1,3.684797287E-1,2.375354794E0
3.759480593E0,-2.475073814E0,1.119428754E0,8.167182207E-1,2.836571835E0
3.764456010E0,-2.457865715E0,1.270747066E0,1.379481673E0,3.091742496E0
3.769431427E0,-2.086997509E0,1.221645117E0,1.875616670E0,3.060377964E0
3.774406843E0,-1.434780121E0,8.674871325E-1,2.282018661E0,2.831737469E0
3.779382260E0,-4.203157425E-1,2.991132438E-1,2.537013054E0,2.588932076E0
3.784357677E0,9.129447937E-1,-3.265819252E-1,2.731625080E0,2.898603031E0
3.789333093E0,2.277802467E0,-9.686174393E-1,2.827234268E0,3.757639875E0
3.794308562E0,3.454360008E0,-1.534211993E0,2.809109449E0,4.709299885E0
3.799284031E0,4.337682724E0,-2.021608591E0,2.648424387E0,5.469601854E0
3.804259500E0,4.913696289E0,-2.347538948E0,2.307220221E0,5.914272185E0
3.809234968E0,5.163549423E0,-2.404249191E0,1.857541084E0,5.991086354E0
3.814210437E0,5.015789986E0,-2.169425726E0,1.486232042E0,5.663342021E0
3.819185906E0,4.399030685E0,-1.782317877E0,1.308475256E0,4.923437364E0
3.824161375E0,3.548008919E0,-1.414798856E0,1.114418507E0,3.978938514E0
3.829136843E0,2.649436951E0,-1.032394052E0,8.089594841E-1,2.956310045E0
3.834112312E0,1.650826454E0,-6.003980041E-1,4.304726124E-1,1.808594044E0
3.839087781E0,5.189514160E-1,-1.985963285E-1,6.489801407E-2,5.594308055E-1
3.844063250E0,-5.689229965E-1,1.699879467E-1,-2.786107063E-1,6.558911523E-1
3.849038718E0,-1.502698898E0,5.597875118E-1,-6.770957708E-1,1.740667895E0
3.854014187E0,-2.234548569E0,9.773915410E-1,-1.179105043E0,2.709020161E0
3.858989656E0,-2.692754269E0,1.371933818E0,-1.642135859E0,3.439438636E0
3.863965125E0,-2.858290195E0,1.539246678E0,-2.038790226E0,3.833506067E0
3.868940593E0,-2.659530163E0,1.552299380E0,-2.404067039E0,3.906695840E0
3.873916062E0,-2.192223549E0,1.655542374E0,-2.649020910E0,3.816277823E0
3.878891531E0,-1.614263535E0,1.834448338E0,-2.564774990E0,3.542473460E0
3.883867000E0,-1.140935898E0,1.892508626E0,-2.061196566E0,3.021895912E0
3.888842468E0,-8.344831467E-1,1.743209243E0,-1.257355928E0,2.305663574E0
3.893817937E0,-6.520452499E-1,1.467340946E0,-4.243119955E-1,1.660810986E0
3.898793406E0,-5.126514435E-1,1.255737185E0,2.871751785E-1,1.386418755E0
3.903768875E0,-3.306512833E-1,1.141324997E0,9.464216232E-1,1.519100691E0
3.908744343E0,-1.447486877E-1,1.032571077E0,1.569559574E0,1.884322814E0
3.913719812E0,-4.130840302E-2,8.905236125E-1,2.133907795E0,2.312639437E0
3.918695281E0,-1.303243637E-1,7.334368229E-1,2.539570570E0,2.646569986E0
3.923670750E0,-3.540802002E-1,6.417859197E-1,2.676391602E0,2.774947560E0
3.928646218E0,-6.260957718E-1,5.670866966E-1,2.572451591E0,2.707598646E0
3.933621687E0,-9.364271164E-1,4.946857691E-1,2.255405426E0,2.491678830E0
3.938597156E0,-1.303768158E0,4.772625566E-1,1.867352247E0,2.326928313E0
3.943572625E0,-1.785083294E0,5.150287151E-1,1.507316113E0,2.392442017E0
3.948548093E0,-2.241364479E0,5.891432762E-1,1.150587082E0,2.587403169E0
3.953523562E0,-2.567400932E0,6.426648498E-1,7.922458649E-1,2.762647130E0
3.958499031E0,-2.672579288E0,7.143456936E-1,4.230740070E-1,2.798564174E0
3.963474500E0,-2.710298061E0,1.010397196E0,5.297994614E-2,2.892995843E0
3.968449916E0,-2.785926342E0,1.488308668E0,-2.221677303E-1,3.166355440E0
3.973425333E0,-2.808660984E0,1.972099781E0,-3.543573618E-1,3.450119304E0
3.978400750E0,-2.620911121E0,2.271453142E0,-4.484782219E-1,3.497114124E0
3.983376166E0,-2.261323929E0,2.435191631E0,-5.233572721E-1,3.364171076E0
3.988351583E0,-1.859272480E0,2.588340282E0,-4.546725750E-1,3.219181064E0
3.993327000E0,-1.424459457E0,2.664294004E0,-1.897401810E-1,3.027135383E0
3.998302416E0,-9.379158020E-1,2.596151590E0,7.559347153E-2,2.761413317E0
4.003277833E0,-4.284725189E-1,2.421654224E0,2.365174294E-1,2.470614979E0
4.008253250E0,6.558036804E-2,2.154269218E0,2.407219410E-1,2.168668648E0
4.013228666E0,4.582748413E-1,1.802382588E0,1.695284843E-1,1.867441761E0
4.018204083E0,6.876688004E-1,1.412871361E0,5.623555183E-2,1.572341025E0
4.023179500E0,7.780199051E-1,1.061234474E0,-4.213285446E-2,1.316551845E0
4.028154916E0,8.012933731E-1,8.231170177E-1,-1.400763988E-1,1.157244180E0
4.033130333E0,7.193641663E-1,6.786881685E-1,-2.616434097E-1,1.023015009E0
4.038105750E0,4.893283844E-1,5.365637541E-1,-4.402737617E-1,8.492254796E-1
4.043081166E0,2.213411331E-1,3.584811389E-1,-7.284042835E-1,8.414709885E-1
4.048056583E0,2.066802979E-2,1.828767359E-1,-1.049430251E0,1.065445878E0
4.053032000E0,-1.940107346E-1,1.153850555E-1,-1.355787158E0,1.374449961E0
4.058007416E0,-4.608516693E-1,1.323951483E-1,-1.590504527E0,1.661209616E0
4.062982833E0,-6.697492599E-1,1.770549715E-1,-1.773058295E0,1.903588257E0
4.067958250E0,-6.724929810E-1,2.644406557E-1,-1.989809990E0,2.116959958E0
4.072933666E0,-5.744533539E-1,4.621783793E-1,-2.121672153E0,2.246129613E0
4.077909083E0,-4.665298462E-1,6.515744925E-1,-1.954064131E0,2.112005219E0
4.082884500E0,-3.057260513E-1,7.664266825E-1,-1.559067488E0,1.763964203E0
4.087859916E0,-8.268737793E-2,7.689976692E-1,-1.094258904E0,1.339998943E0
4.092835333E0,1.688766479E-1,7.407224774E-1,-6.643050909E-1,1.009202836E0
4.097810750E0,3.626832962E-1,7.197843790E-1,-2.971711159E-1,8.590339910E-1
4.102786166E0,5.034799576E-1,6.678607464E-1,5.071353912E-2,8.379152149E-1
4.107761583E0,7.107620239E-1,5.226901770E-1,4.038448334E-1,9.702980600E-1
4.112737000E0,1.013097763E0,2.648729384E-1,6.859259605E-1,1.251806365E0
4.117712416E0,1.362566948E0,-1.013966203E-1,8.540370464E-1,1.611288068E0
4.122687833E0,1.706655502E0,-4.957900345E-1,9.748225212E-1,2.027007575E0
4.127663250E0,1.973791122E0,-8.334679604E-1,1.043099403E0,2.382976416E0
4.132638666E0,2.149900436E0,-1.096604466E0,1.029676437E0,2.623899161E0
4.137614083E0,2.316579819E0,-1.233689427E0,9.866437912E-1,2.803925397E0
4.142589500E0,2.483572006E0,-1.173757672E0,9.947569370E-1,2.921536984E0
4.147564916E0,2.459716797E0,-1.032018661E0,1.101278067E0,2.885841752E0
4.152540333E0,2.259662628E0,-8.849608898E-1,1.363268137E0,2.783474624E0
4.157515750E0,1.998312950E0,-7.560533285E-1,1.642220259E0,2.694765047E0
4.162491166E0,1.847758293E0,-6.686818600E-1,1.871775389E0,2.713832944E0
4.167466583E0,1.802875519E0,-4.739814103E-1,2.134049177E0,2.833581551E0
4.172442000E0,1.858547211E0,-1.045040786E-1,2.420176506E0,3.053256157E0
4.177417416E0,1.923516273E0,2.922148407E-1,2.836216450E0,3.439393568E0
4.182392833E0,1.940113068E0,6.116111279E-1,3.325494051E0,3.898335231E0
4.187368250E0,1.936773300E0,8.113795519E-1,3.817211628E0,4.356665262E0
4.192343666E0,1.913189888E0,9.349862337E-1,4.283765316E0,4.783841562E0
4.197319083E0,1.878601074E0,1.040111184E0,4.702438354E0,5.169516394E0
4.202294500E0,1.789673805E0,1.131460905E0,5.021739960E0,5.449863148E0
4.207269916E0,1.780224800E0,1.127544880E0,5.012847900E0,5.437757062E0
4.212245333E0,1.979397774E0,1.004136562E0,4.570676327E0,5.081081368E0
4.217220750E0,2.205642700E0,8.515488505E-1,3.770944118E0,4.450844269E0
4.222196166E0,2.368676186E0,7.361811996E-1,2.856017828E0,3.782780388E0
4.227171583E0,2.478790283E0,6.337506771E-1,1.972110510E0,3.230365467E0
4.232147000E0,2.574908257E0,4.962146282E-1,1.035772324E0,2.819433594E0
4.237122416E0,2.647974014E0,3.423406482E-1,5.488419533E-2,2.670575926E0
4.242097833E0,2.641016006E0,1.574146748E-1,-9.192893505E-1,2.800863766E0
4.247073250E0,2.559159279E0,-1.567715406E-2,-1.806369781E0,3.132493220E0
4.252048666E0,2.479108810E0,-1.482405663E-1,-2.492054462E0,3.518279580E0
4.257024083E0,2.386478424E0,-1.255103350E-1,-2.962096691E0,3.805922874E0
4.261999500E0,2.218976974E0,1.195729971E-1,-3.287995577E0,3.968509976E0
4.266974916E0,1.928687096E0,4.819859266E-1,-3.430998325E0,3.965336537E0
4.271950333E0,1.630226135E0,8.717238903E-1,-3.361649275E0,3.836433974E0
4.276925750E0,1.289731026E0,1.275466442E0,-3.141164541E0,3.627276587E0
4.281901166E0,9.211616516E-1,1.622878313E0,-2.792469501E0,3.358594754E0
4.286876583E0,6.532955170E-1,1.900868893E0,-2.286066771E0,3.044043176E0
4.291852000E0,4.378051758E-1,2.067554951E0,-1.736058116E0,2.735023698E0
4.296827416E0,2.982940674E-1,2.085574150E0,-1.156387329E0,2.403295766E0
4.301802833E0,2.871332169E-1,1.988972902E0,-5.756000280E-1,2.090400460E0
4.306778250E0,4.137172699E-1,1.835196137E0,-6.551575661E-2,1.882391871E0
4.311753666E0,7.018852234E-1,1.585659504E0,4.071056843E-1,1.781205762E0
4.316729083E0,1.036890030E0,1.287446976E0,8.321540356E-1,1.850713643E0
4.321704500E0,1.380691528E0,9.633702040E-1,1.185198069E0,2.058904007E0
4.326679916E0,1.666584969E0,6.456563473E-1,1.518493891E0,2.345250791E0
4.331655333E0,1.856550217E0,3.714240789E-1,1.836724043E0,2.637857040E0
4.336630750E0,2.032164574E0,2.016568184E-1,2.106353998E0,2.933783477E0
4.341606166E0,2.155281067E0,1.067000628E-1,2.212708235E0,3.090744103E0
4.346581583E0,2.316908836E0,6.195199490E-2,2.203818083E0,3.198236819E0
4.351557000E0,2.483579636E0,1.242680550E-1,2.032049417E0,3.211360333E0
4.356532416E0,2.574008942E0,2.742488384E-1,1.745462894E0,3.122078662E0
4.361507833E0,2.550084114E0,4.594632387E-1,1.401323557E0,2.945800938E0
4.366483250E0,2.483667374E0,5.655862093E-1,1.037857533E0,2.750570785E0
4.371458666E0,2.379561424E0,6.268020868E-1,6.310610771E-1,2.540360508E0
4.376434083E0,2.290369034E0,6.583448648E-1,2.094993591E-1,2.392299783E0
4.381409500E0,2.153918266E0,6.895931959E-1,-9.327006340E-2,2.263537492E0
4.386384916E0,2.018058777E0,7.116532326E-1,-3.158719540E-1,2.163050310E0
4.391360333E0,1.925744057E0,6.963381767E-1,-4.726934433E-1,2.101622259E0
4.396335750E0,1.852883339E0,6.250272989E-1,-6.353584528E-1,2.056092448E0
4.401311166E0,1.789763451E0,4.884424210E-1,-7.891969681E-1,2.016100459E0
4.406286583E0,1.712347984E0,3.728569746E-1,-8.860765696E-1,1.963743779E0
4.411262000E0,1.663639069E0,2.973608971E-1,-9.545757771E-1,1.940961970E0
4.416237416E0,1.657898903E0,1.994953156E-1,-9.801020622E-1,1.936240482E0
4.421212833E0,1.628066063E0,8.386802673E-2,-1.053286314E0,1.940887686E0
4.426188250E0,1.574197769E0,-4.977083206E-2,-1.121430516E0,1.933437911E0
4.431163666E0,1.549035072E0,-1.300367117E-1,-1.146460414E0,1.931525481E0
4.436139083E0,1.519207001E0,-1.526068449E-1,-1.061759233E0,1.859734236E0
4.441114500E0,1.470500946E0,-1.657975912E-1,-9.059406519E-1,1.735105282E0
4.446089916E0,1.412642479E0,-2.035880089E-1,-6.936236620E-1,1.586858732E0
4.451065333E0,1.297905922E0,-2.282196283E-1,-5.300550461E-1,1.420423294E0
4.456040750E0,1.136003494E0,-1.587125063E-1,-4.104499817E-1,1.218262199E0
4.461016166E0,8.935737610E-1,1.910007000E-2,-2.679059505E-1,9.330661699E-1
4.465991583E0,5.658969879E-1,1.953831911E-1,-7.374715805E-2,6.032019858E-1
4.470967000E0,1.817378998E-1,3.369896412E-1,9.063315392E-2,3.934527304E-1
4.475942416E0,-1.680583954E-1,4.637008905E-1,2.157068253E-1,5.383229278E-1
4.480917833E0,-4.789113998E-1,5.904725790E-1,3.591151237E-1,8.408196403E-1
4.485893250E0,-7.222518921E-1,6.795053482E-1,5.351655483E-1,1.126844034E0
4.490868666E0,-9.699954987E-1,7.789814472E-1,6.674277782E-1,1.411794320E0
4.495844083E0,-1.174311638E0,8.603689671E-1,6.888861656E-1,1.610529954E0
4.500819500E0,-1.234888077E0,8.952077627E-1,6.619203091E-1,1.662673749E0
4.505794916E0,-1.185420990E0,8.883049488E-1,5.867278576E-1,1.593285343E0
4.510770333E0,-1.069111824E0,8.396279812E-1,5.399942398E-1,1.462726570E0
4.515745750E0,-9.337825775E-1,7.822710276E-1,5.025441647E-1,1.317743716E0
4.520721166E0,-7.841482162E-1,7.349095345E-1,4.552333355E-1,1.167140882E0
4.525696583E0,-7.110576630E-1,6.970262527E-1,3.982887268E-1,1.072418998E0
4.530672000E0,-6.809530258E-1,6.540163755E-1,4.227900505E-1,1.034497883E0
4.535647416E0,-6.890630722E-1,6.392172575E-1,4.906706810E-1,1.060266163E0
4.540622833E0,-7.211666107E-1,6.286046505E-1,5.594115257E-1,1.108226666E0
4.545598250E0,-7.247591019E-1,5.982174873E-1,6.007287502E-1,1.115354181E0
4.550573666E0,-7.382888794E-1,5.721404552E-1,5.576100349E-1,1.087816217E0
4.555549083E0,-7.905254364E-1,5.743652582E-1,4.829461575E-1,1.089982984E0
4.560524552E0,-8.097209930E-1,5.716844797E-1,4.340510368E-1,1.082068174E0
4.565500020E0,-7.958946228E-1,5.451829433E-1,3.724083900E-1,1.034098980E0
4.570475489E0,-7.394094467E-1,5.093806982E-1,3.262794018E-1,9.553288824E-1
4.575450958E0,-6.689033508E-1,4.261406660E-1,2.761054039E-1,8.397986390E-1
4.580426427E0,-6.464986801E-1,3.338303566E-1,3.077344894E-1,7.900023838E-1
4.585401895E0,-6.482791901E-1,2.852118015E-1,3.828632832E-1,8.051061878E-1
4.590377364E0,-5.834903717E-1,2.660441399E-1,3.917245865E-1,7.514576834E-1
4.595352833E0,-3.997287750E-1,2.381470203E-1,3.346493244E-1,5.731380874E-1
4.600328302E0,-1.688652039E-1,1.394152641E-1,2.355291843E-1,3.215992376E-1
4.605303770E0,6.613636017E-2,4.146170616E-2,2.567481995E-1,2.683518756E-1
4.610279239E0,2.240657806E-1,-2.254056931E-2,4.219849110E-1,4.783145580E-1
4.615254708E0,2.763166428E-1,-9.743928909E-3,6.163928509E-1,6.755634521E-1
4.620230177E0,4.429359436E-1,1.180484295E-1,8.783855438E-1,9.908021222E-1
4.625205645E0,8.575487137E-1,5.090157986E-1,1.217780828E0,1.574000326E0
4.630181114E0,1.629604340E0,1.234767914E0,1.577605486E0,2.582460295E0
4.635156583E0,2.844375610E0,2.467527628E0,1.877222538E0,4.207508724E0
4.640132052E0,4.553490639E0,4.241043091E0,2.026418924E0,6.544241526E0
4.645107520E0,6.287301064E0,6.096648216E0,1.848654747E0,8.950798764E0
4.650082989E0,7.166076660E0,6.987509727E0,1.094490767E0,1.006855784E1
4.655058458E0,6.374585152E0,5.828388214E0,-2.377367020E-2,8.637477075E0
4.660033927E0,4.323547363E0,3.036117077E0,-8.122553825E-1,5.345168614E0
4.665009395E0,2.211528778E0,6.101825237E-1,-1.020719528E0,2.510985982E0
4.669984864E0,4.593105316E-1,-2.351350784E-1,-4.007198811E-1,6.533231150E-1
4.674960333E0,-8.872232437E-1,1.313989162E-1,9.830694199E-1,1.330735227E0
4.679935802E0,-1.586564541E0,6.767706871E-1,2.349726439E0,2.914861908E0
4.684911270E0,-1.856158257E0,7.270014286E-1,3.076351404E0,3.665759473E0
4.689886739E0,-1.902960777E0,1.820404530E-1,3.122928381E0,3.661567986E0
4.694862208E0,-1.612834454E0,-4.652364254E-1,2.740197897E0,3.213466107E0
4.699837625E0,-1.014795303E0,-8.375841379E-1,2.120121241E0,2.495249641E0
4.704813041E0,-4.146566391E-1,-8.741438389E-1,1.534454107E0,1.814005785E0
4.709788458E0,9.758949280E-2,-8.058882952E-1,1.048378944E0,1.325925362E0
4.714763875E0,4.703617096E-1,-8.586857319E-1,5.020945072E-1,1.100309147E0
4.719739291E0,6.615085602E-1,-1.018903852E0,-2.443933487E-2,1.215053873E0
4.724714708E0,6.286849976E-1,-1.119379997E0,-4.653658867E-1,1.365584788E0
4.729690125E0,4.248924255E-1,-1.126714468E0,-7.494003773E-1,1.418315900E0
4.734665541E0,1.219215393E-1,-1.059706211E0,-8.431208134E-1,1.359667173E0
4.739640958E0,-2.039813995E-1,-9.801079035E-1,-8.464508057E-1,1.310991564E0
4.744616375E0,-4.815320969E-1,-9.638277292E-1,-9.020605087E-1,1.405186896E0
4.749591791E0,-6.872882843E-1,-1.005340219E0,-9.231035709E-1,1.528134269E0
4.754567208E0,-7.785997391E-1,-1.051530838E0,-8.994956017E-1,1.587774227E0
4.759542625E0,-7.605199814E-1,-1.121321917E0,-8.310661316E-1,1.589472994E0
4.764518041E0,-6.761236191E-1,-1.171691298E0,-7.898495197E-1,1.566482017E0
4.769493458E0,-5.348377228E-1,-1.231633544E0,-7.044975758E-1,1.516340796E0
4.774468875E0,-3.555736542E-1,-1.258420587E0,-5.708632469E-1,1.426863639E0
4.779444291E0,-1.763744354E-1,-1.262032866E0,-3.608160019E-1,1.324395366E0
4.784419708E0,2.691078186E-2,-1.252545714E0,-9.871697426E-2,1.256717947E0
4.789395125E0,2.208900452E-1,-1.149101973E0,1.148812771E-1,1.175765905E0
4.794370541E0,4.486074448E-1,-9.185127020E-1,2.466988564E-1,1.051558153E0
4.799345958E0,7.051792145E-1,-5.752267838E-1,3.447933197E-1,9.731628901E-1
4.804321375E0,1.028777122E0,-1.527237892E-1,4.044904709E-1,1.115938827E0
4.809296791E0,1.404887199E0,3.157837391E-1,4.115054607E-1,1.497586110E0
4.814272208E0,1.842929840E0,7.874999046E-1,3.372519016E-1,2.032310346E0
4.819247625E0,2.242330551E0,1.253259659E0,1.769797802E-1,2.574884059E0
4.824223041E0,2.517028809E0,1.632144690E0,-3.588676453E-2,3.000103027E0
4.829198458E0,2.528547287E0,1.795485258E0,-2.682011127E-1,3.112756099E0
4.834173875E0,2.267746925E0,1.724688292E0,-4.486603737E-1,2.884184798E0
4.839149291E0,1.802013397E0,1.458541155E0,-5.634081364E-1,2.385796159E0
4.844124708E0,1.184286118E0,1.126644611E0,-5.077092648E-1,1.711616308E0
4.849100125E0,5.437908173E-1,8.488078117E-1,-2.864272594E-1,1.047961702E0
4.854075541E0,9.305953979E-3,6.731719971E-1,5.798006058E-2,6.757283669E-1
4.859050958E0,-3.670721054E-1,6.190686226E-1,4.114248753E-1,8.290104451E-1
4.864026375E0,-5.572175980E-1,6.148428917E-1,7.317352295E-1,1.106327112E0
4.869001791E0,-5.806941986E-1,5.934541225E-1,9.477992058E-1,1.260046381E0
4.873977208E0,-5.046634674E-1,5.451591015E-1,1.069449425E0,1.302154266E0
4.878952625E0,-3.434848785E-1,4.887497425E-1,1.135002375E0,1.282610059E0
4.883928041E0,-7.795619965E-2,4.764392376E-1,1.158647060E0,1.255202982E0
4.888903458E0,2.298574448E-1,5.603802204E-1,1.206999779E0,1.350447667E0
4.893878875E0,4.796371460E-1,7.305085659E-1,1.327652931E0,1.589451749E0
4.898854291E0,6.189260483E-1,8.956468105E-1,1.501303673E0,1.854498687E0
4.903829708E0,6.429834366E-1,1.003179312E0,1.680357218E0,2.059950682E0
4.908805125E0,6.330766678E-1,1.057945013E0,1.764907598E0,2.152889349E0
4.913780541E0,6.656179428E-1,1.103164434E0,1.741095066E0,2.165971155E0
4.918755958E0,7.261381149E-1,1.158028126E0,1.614028692E0,2.115040028E0
4.923731375E0,7.906942368E-1,1.246613264E0,1.450678587E0,2.069712630E0
4.928706791E0,8.450241089E-1,1.311491966E0,1.269985437E0,2.011700756E0
4.933682208E0,8.461971283E-1,1.362341166E0,1.095564842E0,1.942237204E0
4.938657625E0,8.804063797E-1,1.351532459E0,8.984916210E-1,1.846359276E0
4.943633041E0,9.859151840E-1,1.327051640E0,6.499218941E-1,1.776370815E0
4.948608458E0,1.177083969E0,1.365471601E0,3.926553726E-1,1.845052196E0
4.953583875E0,1.348745346E0,1.476282358E0,1.692969799E-1,2.006784761E0
4.958559291E0,1.524880409E0,1.602260590E0,5.122375488E-2,2.212492516E0
4.963534708E0,1.729373932E0,1.767489195E0,-4.804372787E-3,2.472807177E0
4.968510125E0,2.009942055E0,1.953074455E0,-4.187774658E-2,2.802877207E0
4.973485541E0,2.309086800E0,2.140097618E0,-6.969714165E-2,3.149088337E0
4.978460958E0,2.593310356E0,2.247332573E0,-5.006790161E-2,3.431948294E0
4.983436375E0,2.833904266E0,2.241541624E0,-5.476737022E-2,3.613657663E0
4.988411791E0,3.064423561E0,2.180155754E0,-5.983281136E-2,3.761296431E0
4.993387208E0,3.232363701E0,2.129953861E0,-7.950067520E-3,3.871038846E0
4.998362625E0,3.323484421E0,2.100306273E0,7.215857506E-2,3.932180310E0
5.003338041E0,3.361806870E0,2.057431698E0,2.141246796E-1,3.947229408E0
5.008313458E0,3.366485596E0,1.991570354E0,3.464431763E-1,3.926779929E0
5.013288875E0,3.332739830E0,1.883379340E0,4.311981201E-1,3.852298578E0
5.018264291E0,3.289298058E0,1.785228014E0,5.309028625E-1,3.779997172E0
5.023239708E0,3.226597786E0,1.778147459E0,6.314358711E-1,3.737840676E0
5.028215125E0,3.149456978E0,1.804447174E0,7.759561539E-1,3.711767343E0
5.033190541E0,3.048301697E0,1.820905566E0,9.024496078E-1,3.663639667E0
5.038165958E0,2.947076797E0,1.860874653E0,1.015835285E0,3.630432130E0
5.043141375E0,2.855349541E0,1.933915377E0,1.101786613E0,3.620356809E0
5.048116791E0,2.744446754E0,2.049627304E0,1.174540520E0,3.621119372E0
5.053092208E0,2.614409447E0,2.164973736E0,1.243610620E0,3.615081660E0
5.058067625E0,2.517829895E0,2.308868408E0,1.280326843E0,3.648229369E0
5.063043041E0,2.406817436E0,2.428918362E0,1.265552282E0,3.646098896E0
5.068018458E0,2.267014503E0,2.515940666E0,1.199266672E0,3.592708275E0
5.072993875E0,2.084086418E0,2.546451569E0,1.095757961E0,3.468215290E0
5.077969291E0,1.939387321E0,2.516240597E0,9.595756531E-1,3.318655655E0
5.082944708E0,1.856745720E0,2.449820995E0,8.288717270E-1,3.183733016E0
5.087920125E0,1.883946419E0,2.395339727E0,6.555714607E-1,3.117159036E0
5.092895541E0,1.944428444E0,2.314610958E0,4.967668056E-1,3.063495246E0
5.097870958E0,2.004777908E0,2.202796936E0,3.904180527E-1,3.003976541E0
5.102846375E0,2.060283661E0,2.093198776E0,3.411779404E-1,2.956797637E0
5.107821791E0,2.096712112E0,1.966354966E0,3.009972572E-1,2.890216754E0
5.112797208E0,2.056758881E0,1.855458736E0,3.177006245E-1,2.788174654E0
5.117772625E0,2.017106056E0,1.769753337E0,3.911588192E-1,2.711779662E0
5.122748041E0,1.982600212E0,1.680037737E0,4.639649391E-1,2.639790496E0
5.127723458E0,1.919791222E0,1.571575046E0,4.740624428E-1,2.525902147E0
5.132698875E0,1.824020386E0,1.491801262E0,4.070174694E-1,2.391272589E0
5.137674291E0,1.738413811E0,1.450005054E0,3.249981403E-1,2.286967649E0
5.142649708E0,1.715631485E0,1.441221952E0,2.612106800E-1,2.255824268E0
5.147625125E0,1.698240280E0,1.470041037E0,1.819946766E-1,2.253477926E0
5.152600541E0,1.528436661E0,1.464710236E0,1.636577845E-1,2.123270725E0
5.157575958E0,1.292444229E0,1.401501536E0,2.348889112E-1,1.920882985E0
5.162551375E0,1.100215912E0,1.285551548E0,3.146584034E-1,1.721083306E0
5.167526791E0,9.803123474E-1,1.174333811E0,3.602572680E-1,1.571578028E0
5.172502208E0,9.660243988E-1,1.130223989E0,4.725104570E-1,1.560088311E0
5.177477625E0,1.014108658E0,1.090994120E0,6.612433195E-1,1.629701588E0
5.182453041E0,9.904842377E-1,9.657397270E-1,8.981950283E-1,1.649383689E0
5.187428458E0,9.095096588E-1,7.496559024E-1,1.006857872E0,1.550146627E0
5.192403875E0,8.238620758E-1,5.096293092E-1,9.014495611E-1,1.323284574E0
5.197379291E0,8.388233185E-1,2.935501337E-1,7.540750504E-1,1.165515089E0
5.202354708E0,8.969688416E-1,1.588447690E-1,5.595043898E-1,1.069032238E0
5.207330125E0,9.840316772E-1,6.234663725E-2,3.744205236E-1,1.054701936E0
5.212305541E0,1.037932396E0,-4.872184992E-2,2.267886400E-1,1.063536819E0
5.217280958E0,9.679708481E-1,-1.936791837E-1,1.588742733E-1,9.998601020E-1
5.222256375E0,8.030347824E-1,-4.157408178E-1,9.857571125E-2,9.096276492E-1
5.227231791E0,6.771211624E-1,-6.144682169E-1,2.683663368E-2,9.147592378E-1
5.232207208E0,6.570587158E-1,-6.943581104E-1,-8.463823795E-2,9.596994180E-1
5.237182625E0,7.617921829E-1,-6.268111467E-1,-2.260582447E-1,1.012087878E0
5.242158041E0,8.620042801E-1,-5.173708200E-1,-3.493835926E-1,1.064327412E0
5.247133458E0,8.668231964E-1,-5.096748471E-1,-4.929151535E-1,1.119873320E0
5.252108875E0,8.385238647E-1,-5.894941092E-1,-6.804599166E-1,1.230305358E0
5.257084291E0,8.775339127E-1,-6.898258924E-1,-8.639602661E-1,1.411507305E0
5.262059708E0,8.832931519E-1,-7.055976391E-1,-9.571018219E-1,1.481255791E0
5.267035125E0,8.270988464E-1,-7.422294021E-1,-8.832421899E-1,1.419547024E0
5.272010541E0,6.993989944E-1,-7.711746693E-1,-6.900537014E-1,1.249016987E0
5.276985958E0,4.954462051E-1,-8.020229340E-1,-4.300246239E-1,1.036160656E0
5.281961375E0,2.726631165E-1,-8.729885817E-1,-1.794304848E-1,9.320137004E-1
5.286936791E0,5.969333649E-2,-1.036571980E0,1.435053349E-2,1.038388512E0
5.291912208E0,-7.657146454E-2,-1.206552148E0,1.373147964E-1,1.216752493E0
5.296887625E0,-1.792612076E-1,-1.320956230E0,2.421207428E-1,1.354873572E0
5.301863041E0,-2.818336487E-1,-1.365525126E0,3.235573769E-1,1.431355460E0
5.306838458E0,-3.172655106E-1,-1.397911310E0,3.811477423E-1,1.483269037E0
5.311813875E0,-3.668651581E-1,-1.418397546E0,3.952306509E-1,1.517448157E0
5.316789291E0,-4.735584259E-1,-1.451262593E0,4.368758202E-1,1.587854269E0
5.321764708E0,-6.467828751E-1,-1.458514452E0,5.295492411E-1,1.681075517E0
5.326740125E0,-7.286052704E-1,-1.301755309E0,6.155409813E-1,1.613791568E0
5.331715541E0,-7.669410706E-1,-1.000248551E0,6.755255461E-1,1.430045640E0
