"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.645280207E0,2.692213058E0,1.054681540E0,-6.464499235E-1,2.962813157E0
7.650255624E0,2.902967453E0,1.162140369E0,-7.465770841E-1,3.214835550E0
7.655231041E0,3.123257637E0,1.188644409E0,-7.620753050E-1,3.427589907E0
7.660206457E0,3.329145432E0,1.229981661E0,-7.790820599E-1,3.633597810E0
7.665181874E0,3.496714592E0,1.262202501E0,-7.974650860E-1,3.802120284E0
7.670157238E0,3.559035301E0,1.304488063E0,-7.405771613E-1,3.862237164E0
7.675132603E0,3.511416435E0,1.280500174E0,-5.796893835E-1,3.782296374E0
7.680107968E0,3.373050690E0,1.209694147E0,-3.146207333E-1,3.597195726E0
7.685083332E0,3.263519287E0,1.116139174E0,-7.183074951E-3,3.449112406E0
7.690058697E0,3.192258835E0,1.047741652E0,3.048267365E-1,3.373603174E0
7.695034061E0,3.140031815E0,1.009220123E0,6.265677214E-1,3.357217920E0
7.700009426E0,3.082840919E0,9.670087695E-1,9.536380768E-1,3.368744525E0
7.704984791E0,3.001519203E0,8.971027136E-1,1.276778936E0,3.382909289E0
7.709960155E0,2.924792290E0,8.136466146E-1,1.581773877E0,3.423220611E0
7.714935520E0,2.823962212E0,7.450869083E-1,1.825739622E0,3.444305771E0
7.719910884E0,2.780422211E0,7.389364243E-1,2.027668953E0,3.519689772E0
7.724886249E0,2.717638969E0,7.566946149E-1,2.177817822E0,3.563851676E0
7.729861613E0,2.635687828E0,7.791002393E-1,2.252099514E0,3.553280137E0
7.734836978E0,2.572888374E0,7.869952917E-1,2.240839005E0,3.501496197E0
7.739812343E0,2.567504883E0,7.470136285E-1,2.105698586E0,3.403538926E0
7.744787707E0,2.566889763E0,7.070841789E-1,1.918359876E0,3.281614801E0
7.749763072E0,2.580660820E0,7.054451108E-1,1.712036490E0,3.176244955E0
7.754738436E0,2.594451904E0,7.517654300E-1,1.472353935E0,3.076387176E0
7.759713801E0,2.584359169E0,8.509122133E-1,1.218364835E0,2.981170371E0
7.764689166E0,2.555197716E0,9.216614366E-1,9.787173271E-1,2.887279477E0
7.769664530E0,2.511773109E0,1.007310629E0,7.437566519E-1,2.806573144E0
7.774639895E0,2.487581253E0,1.093652248E0,5.421071053E-1,2.770923284E0
7.779615259E0,2.439589500E0,1.199903488E0,4.356912374E-1,2.753396478E0
7.784590624E0,2.324768066E0,1.292563677E0,4.627677202E-1,2.699892847E0
7.789565988E0,2.162297249E0,1.319017649E0,5.564510822E-1,2.593255629E0
7.794541353E0,1.976073265E0,1.269644737E0,7.076107264E-1,2.453074856E0
7.799516718E0,1.775632858E0,1.235231638E0,8.687801361E-1,2.330975798E0
7.804492082E0,1.537014961E0,1.230000973E0,1.045170307E0,2.228833407E0
7.809467447E0,1.288885117E0,1.186966658E0,1.222921133E0,2.136738353E0
7.814442811E0,1.155550003E0,1.125336051E0,1.311470628E0,2.078853589E0
7.819418176E0,1.103356361E0,1.107291341E0,1.311178446E0,2.040264270E0
7.824393541E0,1.137022972E0,1.113508463E0,1.212465644E0,2.000698696E0
7.829368905E0,1.189542770E0,1.129668713E0,1.106026173E0,1.978498748E0
7.834344270E0,1.246638298E0,1.069634080E0,1.024841547E0,1.936110613E0
7.839319634E0,1.322772026E0,9.859457016E-1,9.682230949E-1,1.912922037E0
7.844294999E0,1.441918373E0,9.166561365E-1,8.735074997E-1,1.918958681E0
7.849270363E0,1.570632935E0,8.759952784E-1,8.071727753E-1,1.971239060E0
7.854245728E0,1.689797401E0,8.303753138E-1,8.168408871E-1,2.052356561E0
7.859221093E0,1.799449921E0,7.940058708E-1,8.879064322E-1,2.157972004E0
7.864196509E0,1.861332893E0,7.761486769E-1,9.438683987E-1,2.226624006E0
7.869171926E0,1.779845238E0,6.808151007E-1,1.003975034E0,2.153909037E0
7.874147343E0,1.655530930E0,4.983079135E-1,1.044723153E0,2.020034629E0
7.879122759E0,1.598366737E0,3.481629491E-1,1.047474504E0,1.942471751E0
7.884098176E0,1.579531670E0,2.491445839E-1,9.695436954E-1,1.870028956E0
7.889073593E0,1.565463066E0,1.576218158E-1,8.639463186E-1,1.794971445E0
7.894049009E0,1.479633331E0,5.396737158E-2,7.164213657E-1,1.644836419E0
7.899024426E0,1.303028107E0,-2.873249352E-2,5.125206709E-1,1.400494642E0
7.903999843E0,1.083638191E0,-7.633089274E-2,1.945621967E-1,1.103608890E0
7.908975259E0,8.980884552E-1,-7.445303351E-2,-1.133887768E-1,9.082748165E-1
7.913950676E0,6.555089951E-1,-8.990334719E-2,-4.068813920E-1,7.767413479E-1
7.918926093E0,4.038219452E-1,-1.078737304E-1,-6.288143992E-1,7.550605630E-1
7.923901509E0,2.482328415E-1,-1.470989287E-1,-8.270071149E-1,8.758986280E-1
7.928876926E0,1.072883606E-1,-1.401955485E-1,-1.063464642E0,1.078017916E0
7.933852343E0,2.397918701E-2,-9.149935842E-2,-1.318814874E0,1.322202634E0
7.938827759E0,3.649616241E-2,9.127572179E-3,-1.530986905E0,1.531449048E0
7.943803176E0,1.256151199E-1,1.525002420E-1,-1.628578186E0,1.640518939E0
7.948778593E0,2.291297913E-1,2.959909439E-1,-1.593192101E0,1.636573301E0
7.953754009E0,3.326978683E-1,3.345592320E-1,-1.430049419E0,1.505874860E0
7.958729426E0,4.841098785E-1,3.064954877E-1,-1.177317142E0,1.309342397E0
7.963704843E0,6.210813522E-1,3.023295105E-1,-9.446402192E-1,1.170252247E0
7.968680259E0,6.288328171E-1,3.453430235E-1,-6.599457860E-1,9.747927760E-1
7.973655676E0,5.696868896E-1,3.490701914E-1,-3.374826312E-1,7.485236650E-1
7.978631093E0,4.150114059E-1,2.748323083E-1,3.738081455E-2,4.991638910E-1
7.983606509E0,8.836555481E-2,1.653308570E-1,3.981741667E-1,4.400970695E-1
7.988581926E0,-3.048667908E-1,1.549097896E-2,6.163433790E-1,6.877956756E-1
7.993557343E0,-6.785202026E-1,-9.824788570E-2,6.396548748E-1,9.376570115E-1
7.998532759E0,-9.943161011E-1,-1.663862467E-1,4.442236423E-1,1.101673062E0
8.003508176E0,-1.223531723E0,-1.840153188E-1,1.156095266E-1,1.242681406E0
8.008483593E0,-1.404408455E0,-1.510858536E-1,-2.370868325E-1,1.432270997E0
8.013459009E0,-1.608638763E0,-1.246919930E-1,-6.005049944E-1,1.721590257E0
8.018434426E0,-1.764391899E0,-7.093575597E-2,-8.940534592E-1,1.979252951E0
8.023409843E0,-1.838245392E0,4.407280684E-2,-1.180263042E0,2.184973543E0
8.028385259E0,-1.873380661E0,1.728714705E-1,-1.454191208E0,2.377837613E0
8.033360676E0,-1.922519684E0,3.253745437E-1,-1.653281927E0,2.556421651E0
8.038336093E0,-2.023980141E0,4.638172388E-1,-1.796323776E0,2.745614895E0
8.043311509E0,-2.005617142E0,5.982881784E-1,-1.796820998E0,2.758444229E0
8.048286926E0,-2.025480270E0,7.005180717E-1,-1.587560415E0,2.667141535E0
8.053262343E0,-2.083583832E0,7.705907822E-1,-1.230504990E0,2.539542137E0
8.058237759E0,-2.112998962E0,7.751600742E-1,-8.830998540E-1,2.417747528E0
8.063213176E0,-2.085116386E0,7.333402634E-1,-6.405533552E-1,2.301262021E0
8.068188593E0,-2.076539993E0,6.401846409E-1,-4.068470001E-1,2.210741776E0
8.073164009E0,-2.163745880E0,4.712847471E-1,-1.196388006E-1,2.217705794E0
8.078139426E0,-2.308316708E0,3.506554365E-1,9.180080891E-2,2.336602800E0
8.083114843E0,-2.457539082E0,2.922713161E-1,1.987959743E-1,2.482829172E0
8.088090259E0,-2.616172314E0,2.243257165E-1,2.539057732E-1,2.638019663E0
8.093065676E0,-2.769829750E0,9.908789396E-2,1.898959875E-1,2.778099304E0
8.098041093E0,-2.870664597E0,-8.299708366E-2,-2.240514755E-2,2.871951555E0
8.103016509E0,-2.832650185E0,-2.879256010E-1,-3.164047599E-1,2.864772276E0
8.107991926E0,-2.589012623E0,-4.816975594E-1,-5.729196072E-1,2.695042815E0
8.112967343E0,-2.302588940E0,-6.404535770E-1,-7.779606581E-1,2.513427818E0
8.117942759E0,-2.121656418E0,-7.262063026E-1,-8.791654110E-1,2.408678760E0
8.122918176E0,-1.940872192E0,-7.678860426E-1,-8.239622116E-1,2.244002577E0
8.127893593E0,-1.712445259E0,-8.326666355E-1,-7.411973476E-1,2.043324742E0
8.132869009E0,-1.446002007E0,-9.016203284E-1,-6.545891762E-1,1.825466518E0
8.137844426E0,-1.112884521E0,-8.889453411E-1,-5.352675915E-1,1.521593629E0
8.142819843E0,-8.183746338E-1,-8.476936817E-1,-3.496120572E-1,1.229044430E0
8.147795259E0,-7.680435181E-1,-7.926666737E-1,-6.880146265E-2,1.105868411E0
8.152770676E0,-8.850593567E-1,-8.153349161E-1,2.598083615E-1,1.231097671E0
8.157746093E0,-1.083164215E0,-9.112604260E-1,5.461998582E-1,1.517225944E0
8.162721509E0,-1.395775795E0,-9.802684784E-1,6.861315966E-1,1.838448511E0
8.167696926E0,-1.765395164E0,-9.697770476E-1,7.041593790E-1,2.133759134E0
8.172672343E0,-2.086741447E0,-8.650972247E-1,6.144589782E-1,2.341034582E0
8.177647759E0,-2.321609020E0,-7.518281341E-1,4.356095195E-1,2.478884757E0
8.182623176E0,-2.489209652E0,-6.436582208E-1,2.049756646E-1,2.579239349E0
8.187598593E0,-2.580064297E0,-5.732514858E-1,-1.022806764E-1,2.644959428E0
8.192573957E0,-2.460405827E0,-4.725910425E-1,-4.678408802E-1,2.548688724E0
8.197549322E0,-2.044487953E0,-4.076766968E-1,-7.296732664E-1,2.208744973E0
8.202524686E0,-1.533576965E0,-4.210474491E-1,-8.405246735E-1,1.798783197E0
8.207500051E0,-1.133378983E0,-5.129871368E-1,-8.343344331E-1,1.497937805E0
8.212475416E0,-8.150033951E-1,-6.410549879E-1,-7.540920973E-1,1.282122039E0
8.217450780E0,-4.922065735E-1,-7.199825048E-1,-5.754595995E-1,1.044890362E0
8.222426145E0,-1.936492920E-1,-8.033273220E-1,-3.503468037E-1,8.975398138E-1
8.227401509E0,3.294277191E-2,-9.112266302E-1,-2.555960417E-2,9.121800761E-1
8.232376874E0,1.542911530E-1,-1.025820851E0,3.229495287E-1,1.086467016E0
8.237352238E0,8.454322815E-2,-1.057465792E0,6.958349943E-1,1.268687431E0
8.242327603E0,-1.281442642E-1,-9.642663002E-1,1.007590771E0,1.400524763E0
8.247302968E0,-4.787559509E-1,-7.518025637E-1,1.316253901E0,1.589634765E0
8.252278332E0,-9.957904816E-1,-4.394328594E-1,1.545583248E0,1.890377607E0
8.257253697E0,-1.607356071E0,-6.485426426E-2,1.595227718E0,2.265513427E0
8.262229061E0,-2.169982433E0,2.920362949E-1,1.507998824E0,2.658602906E0
8.267204426E0,-2.592984200E0,5.609829426E-1,1.336031437E0,2.970395415E0
8.272179791E0,-2.938848495E0,7.818478346E-1,1.164818645E0,3.256519460E0
8.277155155E0,-3.217383862E0,9.463728666E-1,1.008193016E0,3.501947126E0
8.282130520E0,-3.419291019E0,1.089323759E0,8.658786416E-1,3.691601705E0
8.287105884E0,-3.506573677E0,1.120722651E0,6.804513931E-1,3.743673639E0
8.292081249E0,-3.469954014E0,1.027082801E0,4.614713192E-1,3.648072877E0
8.297056613E0,-3.280997753E0,8.137935400E-1,3.332302570E-1,3.396799757E0
8.302031978E0,-2.982978821E0,5.241748095E-1,2.907084227E-1,3.042603041E0
8.307007343E0,-2.685973167E0,2.248142958E-1,3.719921112E-1,2.720913717E0
8.311982707E0,-2.437710285E0,1.073694229E-2,5.003859997E-1,2.488560400E0
8.316958072E0,-2.190203190E0,-1.620125771E-1,5.517660975E-1,2.264438984E0
8.321933436E0,-1.890764236E0,-3.083709478E-1,4.832870960E-1,1.975765284E0
8.326908801E0,-1.548929214E0,-5.007358789E-1,3.574041724E-1,1.666630095E0
8.331884166E0,-1.231590271E0,-7.158073187E-1,1.502921581E-1,1.432404428E0
8.336859530E0,-9.624776840E-1,-9.305456877E-1,-1.379244328E-1,1.345846098E0
8.341834895E0,-7.461729050E-1,-1.054947376E0,-4.831338823E-1,1.379531195E0
8.346810259E0,-6.303272247E-1,-1.037223339E0,-7.655112743E-1,1.434974626E0
8.351785624E0,-6.051645279E-1,-8.781125546E-1,-1.023233294E0,1.477941859E0
8.356760988E0,-7.231273651E-1,-6.498315334E-1,-1.241932273E0,1.577209554E0
8.361736353E0,-9.505834579E-1,-4.000958204E-1,-1.464733601E0,1.791404504E0
8.366711718E0,-1.287466049E0,-1.189194918E-1,-1.662975550E0,2.106465844E0
8.371687082E0,-1.623806000E0,1.708400249E-1,-1.750874281E0,2.394053672E0
8.376662447E0,-1.835467339E0,4.274082184E-1,-1.743151903E0,2.567137841E0
8.381637863E0,-1.913242340E0,5.707765818E-1,-1.697652459E0,2.620745320E0
8.386613280E0,-1.871760368E0,5.875166655E-1,-1.643516898E0,2.559259757E0
8.391588697E0,-1.759038925E0,4.685907364E-1,-1.605055332E0,2.426931774E0
8.396564113E0,-1.627833366E0,3.245880604E-1,-1.596887708E0,2.303312664E0
8.401539530E0,-1.291715622E0,1.607643366E-1,-1.619201899E0,2.077544033E0
8.406514947E0,-7.126321793E-1,-1.340067387E-2,-1.528821468E0,1.686807423E0
8.411490363E0,-1.680870056E-1,-2.562055588E-1,-1.306829453E0,1.342273351E0
8.416465780E0,1.508979797E-1,-5.306515694E-1,-1.053594112E0,1.189294683E0
8.421441197E0,3.786706924E-1,-7.946884632E-1,-9.121748209E-1,1.267668786E0
8.426416613E0,6.589212418E-1,-9.534518719E-1,-8.246098161E-1,1.422402553E0
8.431392030E0,9.869050980E-1,-9.743090868E-1,-6.805228591E-1,1.544788410E0
8.436367447E0,1.219184875E0,-9.442298412E-1,-4.701577425E-1,1.612150755E0
8.441342863E0,1.265114784E0,-9.310219288E-1,-2.744831443E-1,1.594571493E0
8.446318280E0,1.191926003E0,-9.208050966E-1,-2.270248532E-1,1.523190699E0
8.451293697E0,1.023658752E0,-8.801175356E-1,-2.843198776E-1,1.379609333E0
8.456269113E0,8.225221634E-1,-7.942552567E-1,-3.504711092E-1,1.195915599E0
8.461244530E0,5.932626724E-1,-7.201532125E-1,-4.495407939E-1,1.035696951E0
8.466219947E0,3.358325958E-1,-7.241338491E-1,-6.104024649E-1,1.004860454E0
8.471195363E0,1.219453812E-1,-7.864315510E-1,-7.616072893E-1,1.101540251E0
8.476170780E0,-2.938747406E-2,-8.730084896E-1,-8.985973597E-1,1.253189795E0
8.481146197E0,-1.517858505E-1,-9.259008169E-1,-9.786720276E-1,1.355776606E0
8.486121613E0,-2.261705399E-1,-9.400814772E-1,-9.831383228E-1,1.378937003E0
8.491097030E0,-2.334861755E-1,-9.967130423E-1,-9.457306862E-1,1.393685479E0
8.496072447E0,-2.168560028E-1,-1.028803468E0,-8.712442517E-1,1.365477809E0
8.501047863E0,-1.858520508E-1,-1.065293550E0,-7.356218696E-1,1.307872650E0
8.506023280E0,-1.691780090E-1,-1.058521271E0,-5.578193069E-1,1.208408399E0
8.510998697E0,-1.237735748E-1,-1.047026634E0,-3.422521353E-1,1.108476971E0
8.515974113E0,-7.835674286E-2,-1.007143974E0,-1.210516691E-2,1.010260016E0
8.520949530E0,-1.142129898E-1,-9.583644867E-1,3.802767992E-1,1.037360854E0
8.525924947E0,-3.173341751E-1,-9.104150534E-1,7.921215892E-1,1.247803334E0
8.530900363E0,-5.057926178E-1,-8.489252329E-1,1.218711376E0,1.568998930E0
8.535875780E0,-6.174850464E-1,-7.593402863E-1,1.664879560E0,1.931245558E0
8.540851197E0,-7.433576584E-1,-6.464610100E-1,2.111290932E0,2.329815839E0
8.545826613E0,-9.407739639E-1,-5.484849215E-1,2.490748644E0,2.718403974E0
8.550802030E0,-1.200075150E0,-4.747325182E-1,2.812479973E0,3.094445819E0
8.555777447E0,-1.459045410E0,-4.200484753E-1,3.042828083E0,3.400596561E0
8.560752863E0,-1.660371780E0,-4.030915499E-1,3.052738667E0,3.498361132E0
8.565728280E0,-1.775540352E0,-4.519305229E-1,2.804247618E0,3.349714830E0
8.570703697E0,-1.771273613E0,-5.993969440E-1,2.488853455E0,3.113049699E0
8.575679113E0,-1.652556419E0,-7.446326017E-1,2.235724688E0,2.878173954E0
8.580654530E0,-1.491278648E0,-8.303778172E-1,2.016369104E0,2.641814470E0
8.585629947E0,-1.258831978E0,-8.999246359E-1,1.783458352E0,2.361195882E0
8.590605363E0,-9.361906052E-1,-9.774495363E-1,1.465772390E0,1.995081238E0
8.595580780E0,-5.999517441E-1,-1.058660865E0,1.149918914E0,1.674221739E0
8.600556197E0,-3.218288422E-1,-1.124868035E0,9.749071598E-1,1.522939878E0
8.605531613E0,-1.638336182E-1,-1.167217374E0,8.786861897E-1,1.470145323E0
8.610507030E0,-9.233093262E-2,-1.181293488E0,7.563188076E-1,1.405701762E0
8.615482447E0,-2.591323853E-2,-1.167337894E0,5.794448853E-1,1.303497461E0
8.620457863E0,4.018878937E-2,-1.187424302E0,3.289712667E-1,1.232807246E0
8.625433280E0,1.251497269E-1,-1.251059294E0,1.146187782E-1,1.262517039E0
8.630408697E0,1.620712280E-1,-1.334326029E0,7.528066635E-3,1.344153900E0
8.635384113E0,1.463184357E-1,-1.360789657E0,-3.121471405E-2,1.368989384E0
8.640359530E0,4.936504364E-2,-1.321058750E0,-1.028072834E-1,1.325972272E0
8.645334947E0,-2.824211121E-2,-1.234001517E0,-1.313129663E-1,1.241289836E0
8.650310363E0,9.102821350E-3,-1.151735783E0,-4.094171524E-2,1.152499197E0
8.655285780E0,1.564702988E-1,-1.088362813E0,9.605765343E-2,1.103740748E0
8.660261197E0,3.850593567E-1,-9.961459637E-1,2.364728451E-1,1.093845005E0
8.665236613E0,6.421947479E-1,-8.611061573E-1,2.513705492E-1,1.103224846E0
8.670212030E0,8.513860703E-1,-6.837512255E-1,1.984478235E-1,1.109844817E0
8.675187447E0,9.648818970E-1,-4.786880016E-1,1.975307465E-1,1.095060580E0
8.680162863E0,9.110927582E-1,-2.987581491E-1,3.060140610E-1,1.006474566E0
8.685138280E0,7.332620621E-1,-1.010066271E-1,5.527043343E-1,9.237736040E-1
8.690113697E0,5.271186829E-1,2.581114769E-1,9.092472792E-1,1.082222831E0
8.695089113E0,2.207851410E-1,5.349103212E-1,1.108600974E0,1.250548380E0
8.700064530E0,-8.054828644E-2,6.104292870E-1,1.118028641E0,1.276362011E0
8.705039947E0,-2.335357666E-1,5.715581179E-1,1.038380504E0,1.208077691E0
8.710015363E0,-2.671155930E-1,5.527395010E-1,9.414535761E-1,1.123924611E0
8.714990780E0,-3.009815216E-1,5.540956259E-1,8.173426390E-1,1.032308495E0
8.719966197E0,-3.063840866E-1,5.134056807E-1,6.034842730E-1,8.494997758E-1
8.724941613E0,-2.928228378E-1,3.779758215E-1,2.132246494E-1,5.235223845E-1
8.729917030E0,-2.028636932E-1,1.814744473E-1,-2.630838156E-1,3.785495305E-1
8.734892447E0,-8.913612366E-2,-3.784430027E-2,-7.828567028E-1,7.888232101E-1
8.739867863E0,6.274604797E-2,-2.370424271E-1,-1.217369556E0,1.241819156E0
8.744843280E0,2.671699524E-1,-3.734265566E-1,-1.504888773E0,1.573377703E0
8.749818697E0,5.049791336E-1,-4.234745502E-1,-1.592843652E0,1.723799733E0
8.754794113E0,7.187957764E-1,-4.308680296E-1,-1.509799242E0,1.726791353E0
8.759769530E0,8.130264282E-1,-3.771004677E-1,-1.250440240E0,1.538446466E0
8.764744947E0,7.735204697E-1,-2.341448069E-1,-8.526756167E-1,1.174824844E0
8.769720363E0,5.765380859E-1,-3.110611439E-2,-3.688094616E-1,6.851161754E-1
8.774695780E0,2.557344437E-1,1.792330742E-1,8.669441938E-2,3.240995571E-1
8.779671197E0,-1.075420380E-1,3.303310871E-1,4.281211495E-1,5.513362275E-1
8.784646613E0,-3.842239380E-1,4.419611692E-1,6.127135754E-1,8.475704307E-1
8.789622030E0,-5.649528503E-1,5.339847803E-1,7.169606686E-1,1.057517881E0
8.794597447E0,-7.168779373E-1,5.258167982E-1,7.452619672E-1,1.160091670E0
8.799572863E0,-7.922191620E-1,4.131056070E-1,6.637285948E-1,1.113015315E0
8.804548228E0,-7.958526611E-1,3.109141588E-1,5.630177855E-1,1.023248796E0
8.809523593E0,-7.900323868E-1,2.910138369E-1,4.286288619E-1,9.447554851E-1
8.814498957E0,-7.843542099E-1,3.533773422E-1,2.032323480E-1,8.839629290E-1
8.819474322E0,-7.405767441E-1,3.832732439E-1,-9.884297848E-2,8.397155636E-1
8.824449686E0,-6.253013611E-1,3.762352467E-1,-3.677465320E-1,8.171855755E-1
8.829425051E0,-4.672775269E-1,3.608330488E-1,-5.892325640E-1,8.341125767E-1
8.834400416E0,-3.382625580E-1,3.703345060E-1,-7.489318848E-1,9.013701640E-1
8.839375780E0,-3.003625870E-1,3.805286884E-1,-9.662593603E-1,1.081053615E0
8.844351145E0,-3.056659698E-1,3.819745779E-1,-1.155019164E0,1.254354628E0
8.849326509E0,-2.202825546E-1,3.319664001E-1,-1.233854771E0,1.296581540E0
8.854301874E0,-6.827068329E-2,1.924636364E-1,-1.250648022E0,1.267210958E0
8.859277238E0,8.334827423E-2,-3.171384335E-2,-1.215054750E0,1.218322925E0
8.864252603E0,1.724786758E-1,-2.786209583E-1,-1.098599315E0,1.146428797E0
8.869227968E0,2.948694229E-1,-5.053387880E-1,-9.299799204E-1,1.098716487E0
8.874203332E0,5.174179077E-1,-7.549884319E-1,-7.232993841E-1,1.166572254E0
8.879178697E0,7.970218658E-1,-9.992674589E-1,-4.162465334E-1,1.344262060E0
8.884154061E0,1.071579933E0,-1.157688737E0,-1.367098093E-2,1.577565739E0
8.889129426E0,1.259952545E0,-1.197827816E0,4.414538145E-1,1.793642485E0
8.894104791E0,1.247612000E0,-1.120696902E0,8.726701736E-1,1.890515930E0
8.899080155E0,1.058794022E0,-9.603900909E-1,1.246629596E0,1.896702205E0
8.904055520E0,7.463302612E-1,-7.362079620E-1,1.453513384E0,1.792125046E0
8.909030884E0,4.776849747E-1,-4.860363007E-1,1.512588024E0,1.659016803E0
8.914006249E0,1.905612946E-1,-2.715387344E-1,1.428528547E0,1.466540385E0
8.918981613E0,-1.294240952E-1,-4.428398609E-2,1.287111998E0,1.294360445E0
8.923956978E0,-5.061826706E-1,2.343883514E-1,1.135777235E0,1.265365055E0
8.928932343E0,-9.063081741E-1,5.652463436E-1,9.457631707E-1,1.426662508E0
8.933907707E0,-1.234317780E0,8.392034769E-1,5.881661773E-1,1.604288724E0
8.938883072E0,-1.390089989E0,8.996659517E-1,9.193438292E-2,1.658372977E0
8.943858436E0,-1.354830742E0,7.858319283E-1,-3.468086720E-1,1.604174060E0
8.948833801E0,-1.262709618E0,6.558096409E-1,-6.562976837E-1,1.566923263E0
8.953809166E0,-1.185477257E0,6.526926756E-1,-8.221181631E-1,1.583427399E0
8.958784530E0,-1.080066681E0,7.282630205E-1,-8.965801001E-1,1.581381339E0
8.963759947E0,-9.465074539E-1,7.387344837E-1,-9.892392755E-1,1.555698988E0
8.968735363E0,-8.230733871E-1,6.362304688E-1,-1.157313347E0,1.556153332E0
8.973710780E0,-7.622623444E-1,4.348378181E-1,-1.276581287E0,1.549124783E0
8.978686197E0,-7.304763794E-1,2.445569038E-1,-1.361669064E0,1.564463633E0
8.983661613E0,-6.654987335E-1,1.419602633E-1,-1.408059359E0,1.563864584E0
8.988637030E0,-5.243511200E-1,2.681839466E-2,-1.377938032E0,1.474576734E0
8.993612447E0,-3.310232162E-1,-2.154884338E-1,-1.314988852E0,1.373028519E0
8.998587863E0,-1.763610840E-1,-5.754065514E-1,-1.243881941E0,1.381824234E0
9.003563280E0,-5.541992188E-2,-9.192913771E-1,-1.160443068E0,1.481484430E0
9.008538697E0,2.235603333E-2,-1.185339928E0,-1.069696307E0,1.596803283E0
9.013514113E0,9.054088593E-2,-1.421697736E0,-1.033860922E0,1.760196157E0
9.018489530E0,1.921834946E-1,-1.652320981E0,-1.033570051E0,1.958409092E0
9.023464947E0,3.511619568E-1,-1.901266932E0,-1.054120421E0,2.202112743E0
9.028440363E0,5.195989609E-1,-2.144828320E0,-1.090321898E0,2.461518524E0
9.033415780E0,7.022876740E-1,-2.383345127E0,-1.112914920E0,2.722521183E0
9.038391197E0,8.705348969E-1,-2.569335461E0,-1.154837132E0,2.948383373E0
9.043366613E0,1.005258560E0,-2.760651588E0,-1.268240333E0,3.200027423E0
9.048342030E0,1.087415695E0,-2.967191696E0,-1.443459511E0,3.474230104E0
9.053317447E0,1.126696587E0,-3.141507626E0,-1.604030609E0,3.702894753E0
9.058292863E0,1.108862877E0,-3.245677233E0,-1.716822028E0,3.835554126E0
9.063268280E0,1.010127068E0,-3.227485180E0,-1.758292675E0,3.811641433E0
9.068243697E0,7.588872910E-1,-3.168441772E0,-1.719517708E0,3.683975344E0
9.073219113E0,3.601236343E-1,-3.106770515E0,-1.639285564E0,3.531142765E0
9.078194530E0,-9.516143799E-2,-3.051637650E0,-1.565668225E0,3.431160887E0
9.083169947E0,-4.922056198E-1,-3.050293446E0,-1.474656820E0,3.423619315E0
9.088145363E0,-8.216114044E-1,-3.054265976E0,-1.380355835E0,3.450937290E0
9.093120780E0,-1.112237930E0,-3.058330059E0,-1.282416105E0,3.497863209E0
9.098096197E0,-1.311601639E0,-3.095586777E0,-1.218777180E0,3.576083635E0
9.103071613E0,-1.410295486E0,-3.146588802E0,-1.170043349E0,3.641284923E0
9.108047030E0,-1.461092949E0,-3.244723320E0,-1.116638899E0,3.729598431E0
9.113022447E0,-1.492767334E0,-3.366144419E0,-1.115435243E0,3.847528862E0
9.117997863E0,-1.476630211E0,-3.415463924E0,-1.223516941E0,3.916991742E0
9.122973280E0,-1.422294617E0,-3.311497211E0,-1.335663557E0,3.843557323E0
9.127948697E0,-1.358471870E0,-3.106876850E0,-1.218199492E0,3.603073630E0
9.132924113E0,-1.376006126E0,-2.916384220E0,-8.624427319E-1,3.338037933E0
9.137899530E0,-1.422175407E0,-2.811750889E0,-4.744243026E-1,3.186472088E0
9.142874947E0,-1.492126465E0,-2.759665966E0,-1.688960791E-1,3.141770761E0
9.147850363E0,-1.600149155E0,-2.655129671E0,6.870514154E-2,3.100792041E0
9.152825780E0,-1.765278816E0,-2.441088676E0,3.005230427E-1,3.027447328E0
9.157801197E0,-2.044828892E0,-2.151121616E0,5.217111707E-1,3.013441878E0
9.162776613E0,-2.390836239E0,-1.852201581E0,7.657434344E-1,3.119793523E0
9.167752030E0,-2.798454285E0,-1.558505416E0,9.130514860E-1,3.330757951E0
9.172727447E0,-3.243753910E0,-1.283985972E0,9.113601446E-1,3.605708907E0
9.177702863E0,-3.745869637E0,-1.047280908E0,8.230425119E-1,3.975642792E0
9.182678280E0,-4.276122570E0,-9.001406431E-1,6.243137121E-1,4.414209445E0
9.187653697E0,-4.662414551E0,-8.271862864E-1,2.819415331E-1,4.743610189E0
9.192629113E0,-4.814143181E0,-8.082332015E-1,-1.657279134E-1,4.884330171E0
9.197604530E0,-4.750764847E0,-8.856728077E-1,-5.895036459E-1,4.868438918E0
9.202579947E0,-4.491689682E0,-8.914288282E-1,-9.799979925E-1,4.682981702E0
9.207555363E0,-3.941492558E0,-8.108040094E-1,-1.198764086E0,4.198785784E0
9.212530780E0,-3.277444363E0,-8.589016795E-1,-1.203033686E0,3.595364195E0
9.217506197E0,-2.633490562E0,-1.146013260E0,-1.055173159E0,3.059740075E0
9.222481613E0,-2.042929173E0,-1.572416902E0,-8.605072498E-1,2.717816632E0
9.227457030E0,-1.505517960E0,-1.876241922E0,-6.238677502E-1,2.485171835E0
