"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
4.333517250E0,2.051964104E-1,-1.619200706E-1,1.451421715E-2,2.617906389E-1
4.336004802E0,2.083922029E-1,-1.736379713E-1,7.057371549E-3,2.713434388E-1
4.338492354E0,2.115879953E-1,-1.832253486E-1,6.657897611E-4,2.798954294E-1
4.340979906E0,2.137185186E-1,-1.917474568E-1,-3.595264861E-3,2.871508633E-1
4.343467458E0,2.147837877E-1,-1.992042959E-1,-6.791055668E-3,2.930197014E-1
4.345955010E0,2.147837877E-1,-2.055958807E-1,-7.856319658E-3,2.974280811E-1
4.348442562E0,2.137185186E-1,-2.109221965E-1,-8.921583183E-3,3.004053475E-1
4.350930114E0,2.094574571E-1,-2.162485123E-1,-7.856319658E-3,3.011603678E-1
4.353417666E0,2.041311413E-1,-2.215748429E-1,-5.725792143E-3,3.013265978E-1
4.355905218E0,1.966743022E-1,-2.279664129E-1,-4.660528619E-3,3.011165673E-1
4.358392771E0,1.870869249E-1,-2.332927436E-1,-3.994738800E-4,2.990437782E-1
4.360880323E0,1.774995476E-1,-2.375537902E-1,3.861580743E-3,2.965683807E-1
4.363367875E0,1.657816470E-1,-2.418148518E-1,8.122635074E-3,2.932984047E-1
4.365855427E0,1.519332230E-1,-2.450106442E-1,1.344895363E-2,2.886083754E-1
4.368342979E0,1.380847991E-1,-2.492716908E-1,1.664474420E-2,2.854484806E-1
4.370830531E0,1.231711060E-1,-2.524674833E-1,1.984053478E-2,2.816107212E-1
4.373318083E0,1.082574204E-1,-2.567285299E-1,2.090579830E-2,2.794033993E-1
4.375805635E0,9.334372729E-2,-2.609896064E-1,2.197106183E-2,2.780491928E-1
4.378293187E0,8.056056499E-2,-2.663159072E-1,2.090579830E-2,2.790183139E-1
4.380780739E0,6.884266436E-2,-2.716422379E-1,1.984053478E-2,2.809314234E-1
4.383268291E0,6.138581783E-2,-2.769685388E-1,1.877527125E-2,2.843102195E-1
4.385755843E0,5.712476373E-2,-2.812296152E-1,1.877527125E-2,2.875862408E-1
4.388243396E0,5.499423668E-2,-2.854906619E-1,1.771000773E-2,2.912780947E-1
4.390730948E0,5.499423668E-2,-2.897517085E-1,1.664474420E-2,2.953937477E-1
4.393218500E0,5.925529078E-2,-2.940127552E-1,1.557948068E-2,3.003288363E-1
4.395706052E0,6.458161026E-2,-2.982738316E-1,1.451421715E-2,3.055302366E-1
4.398193604E0,7.203845680E-2,-3.025348783E-1,1.451421715E-2,3.113319038E-1
4.400681156E0,8.162582666E-2,-3.046653867E-1,1.557948068E-2,3.157950184E-1
4.403168708E0,9.121319652E-2,-3.046653867E-1,1.771000773E-2,3.185192136E-1
4.405656260E0,1.008005738E-1,-3.036001325E-1,1.877527125E-2,3.204470423E-1
4.408143812E0,1.114532053E-1,-2.982738316E-1,2.090579830E-2,3.191020965E-1
4.410631364E0,1.210405827E-1,-2.918822467E-1,2.303632535E-2,3.168228857E-1
4.413118916E0,1.274321675E-1,-2.822948694E-1,2.410159074E-2,3.106609684E-1
4.415606468E0,1.316932142E-1,-2.716422379E-1,2.516685426E-2,3.029289993E-1
4.418094906E0,1.327584833E-1,-2.620548606E-1,2.729738131E-2,2.950300186E-1
4.420582250E0,1.327584833E-1,-2.535327375E-1,2.942790836E-2,2.876971770E-1
4.423069593E0,1.306279600E-1,-2.460758984E-1,3.475422785E-2,2.807576678E-1
4.425556937E0,1.263668984E-1,-2.418148518E-1,3.901528195E-2,2.756178655E-1
4.428044281E0,1.231711060E-1,-2.396843135E-1,4.434159771E-2,2.731041354E-1
4.430531625E0,1.178447902E-1,-2.407495826E-1,5.073318258E-2,2.728032477E-1
4.433018968E0,1.135837361E-1,-2.439453751E-1,5.712476373E-2,2.750888034E-1
4.435506364E0,1.082574204E-1,-2.514022291E-1,6.458161026E-2,2.812357272E-1
4.437993812E0,1.039963663E-1,-2.620548606E-1,7.310371846E-2,2.912595884E-1
4.440481312E0,9.973530471E-2,-2.748380303E-1,8.056056499E-2,3.032706358E-1
4.442968864E0,9.867004305E-2,-2.876211703E-1,9.121319652E-2,3.174611192E-1
4.445456468E0,9.973530471E-2,-3.014696240E-1,1.018658355E-1,3.334782057E-1
4.447944125E0,1.039963663E-1,-3.142527640E-1,1.146489978E-1,3.503062040E-1
4.450431781E0,1.114532053E-1,-3.249054253E-1,1.284974217E-1,3.667382442E-1
4.452919437E0,1.221058443E-1,-3.344927728E-1,1.412805915E-1,3.830867497E-1
4.455407093E0,1.370195299E-1,-3.419496417E-1,1.540637612E-1,3.992988249E-1
4.457894750E0,1.551290154E-1,-3.462106884E-1,1.668469161E-1,4.144451056E-1
4.460382406E0,1.743037701E-1,-3.494064808E-1,1.764342934E-1,4.284807498E-1
4.462870062E0,1.977395564E-1,-3.504717350E-1,1.860216707E-1,4.433231679E-1
4.465357718E0,2.222406268E-1,-3.504717350E-1,1.945437789E-1,4.583324286E-1
4.467845375E0,2.467416972E-1,-3.504717350E-1,2.009353489E-1,4.733781962E-1
4.470333031E0,2.723080218E-1,-3.483411968E-1,2.073269337E-1,4.883417917E-1
4.472820687E0,2.968090773E-1,-3.451454341E-1,2.115879953E-1,5.019865325E-1
4.475308343E0,3.213101327E-1,-3.408843577E-1,2.147837877E-1,5.153391332E-1
4.477796000E0,3.447459340E-1,-3.366233110E-1,2.158490419E-1,5.279733151E-1
4.480283656E0,3.681817353E-1,-3.312969804E-1,2.169143111E-1,5.407099941E-1
4.482771260E0,3.894870281E-1,-3.270359337E-1,2.169143111E-1,5.529054760E-1
4.485258812E0,4.097270370E-1,-3.217096329E-1,2.169143111E-1,5.642917251E-1
4.487746364E0,4.289017618E-1,-3.163833022E-1,2.169143111E-1,5.754189200E-1
4.490233916E0,4.470112622E-1,-3.121222556E-1,2.190448344E-1,5.875542617E-1
4.492721468E0,4.619249403E-1,-3.067959249E-1,2.233058959E-1,5.977992248E-1
4.495209021E0,4.747081101E-1,-3.004043400E-1,2.286322117E-1,6.065173085E-1
4.497696573E0,4.842954874E-1,-2.929475009E-1,2.350237966E-1,6.128593170E-1
4.500184125E0,4.917523265E-1,-2.844253778E-1,2.414153665E-1,6.172515900E-1
4.502671677E0,4.949481189E-1,-2.737727463E-1,2.478069514E-1,6.175220176E-1
4.505159229E0,4.960133731E-1,-2.631201148E-1,2.552638054E-1,6.167828398E-1
4.507646781E0,4.917523265E-1,-2.535327375E-1,2.616553903E-1,6.120153126E-1
4.510134333E0,4.832302332E-1,-2.428801060E-1,2.680469751E-1,6.036152624E-1
4.512621885E0,4.704470634E-1,-2.332927436E-1,2.723080218E-1,5.915214302E-1
4.515109437E0,4.544681013E-1,-2.237053663E-1,2.765690684E-1,5.771271918E-1
4.517596989E0,4.352933466E-1,-2.141179889E-1,2.786996067E-1,5.594642809E-1
4.520084541E0,4.139880836E-1,-2.055958807E-1,2.808301151E-1,5.408524319E-1
4.522572093E0,3.894870281E-1,-1.970737725E-1,2.808301151E-1,5.190412030E-1
4.525059646E0,3.639206886E-1,-1.896169335E-1,2.808301151E-1,4.972508448E-1
4.527547198E0,3.351585865E-1,-1.832253486E-1,2.786996067E-1,4.728385319E-1
4.530034750E0,3.042659163E-1,-1.778990328E-1,2.765690684E-1,4.480136866E-1
4.532522302E0,2.723080218E-1,-1.747032404E-1,2.723080218E-1,4.228765064E-1
4.535009854E0,2.392848432E-1,-1.715074480E-1,2.669816911E-1,3.974308296E-1
4.537497406E0,2.073269337E-1,-1.693769246E-1,2.616553903E-1,3.743481579E-1
4.539984958E0,1.743037701E-1,-1.683116555E-1,2.552638054E-1,3.519520251E-1
4.542472510E0,1.412805915E-1,-1.683116555E-1,2.488722205E-1,3.320036160E-1
4.544960062E0,1.093226820E-1,-1.704421788E-1,2.424806356E-1,3.159095500E-1
4.547447614E0,7.949529588E-2,-1.725727171E-1,2.350237966E-1,3.022201676E-1
4.549935166E0,5.286370963E-2,-1.757684946E-1,2.265016884E-1,2.915341323E-1
4.552422718E0,2.836264484E-2,-1.789642870E-1,2.201101035E-1,2.850984274E-1
4.554910271E0,9.187898599E-3,-1.821600795E-1,2.115879953E-1,2.793495871E-1
4.557397823E0,-7.856319658E-3,-1.853558719E-1,2.041311413E-1,2.758406131E-1
4.559885375E0,-1.957421936E-2,-1.874863952E-1,1.966743022E-1,2.724244475E-1
4.562372927E0,-2.809632942E-2,-1.885516644E-1,1.881521940E-1,2.678476843E-1
4.564860479E0,-3.129211813E-2,-1.906821877E-1,1.796300858E-1,2.638292271E-1
4.567348031E0,-2.916159295E-2,-1.896169335E-1,1.679121852E-1,2.549499596E-1
4.569835583E0,-2.277000993E-2,-1.885516644E-1,1.551290154E-1,2.452248252E-1
4.572323135E0,-1.318263728E-2,-1.842906028E-1,1.423458606E-1,2.332362584E-1
4.574810687E0,-3.994738800E-4,-1.800295562E-1,1.274321675E-1,2.205669014E-1
4.577298239E0,1.557948068E-2,-1.747032404E-1,1.135837361E-1,2.089622156E-1
4.579785791E0,3.368896246E-2,-1.693769246E-1,1.008005738E-1,1.999606073E-1
4.582273343E0,5.499423668E-2,-1.619200706E-1,9.014793485E-2,1.933109555E-1
4.584760896E0,7.736477256E-2,-1.555284858E-1,8.162582666E-2,1.919301787E-1
4.587248448E0,9.867004305E-2,-1.470063776E-1,7.523424178E-2,1.923716288E-1
4.589736000E0,1.199753210E-1,-1.363537461E-1,7.203845680E-2,1.953866960E-1
4.592223552E0,1.402153224E-1,-1.235705838E-1,7.097318769E-2,1.999180311E-1
4.594711104E0,1.572595388E-1,-1.097221524E-1,7.097318769E-2,2.044668839E-1
4.597198656E0,1.700427085E-1,-9.480846673E-2,7.310371846E-2,2.079599042E-1
4.599686208E0,1.796300858E-1,-7.776424289E-2,7.736477256E-2,2.104745905E-1
4.602173760E0,1.828258783E-1,-6.178529188E-2,8.162582666E-2,2.095363921E-1
4.604661312E0,1.806953400E-1,-4.580633715E-2,8.588688076E-2,2.052451771E-1
4.607148864E0,1.721732318E-1,-2.876211889E-2,9.014793485E-2,1.964625445E-1
4.609636416E0,1.583248079E-1,-1.384842768E-2,9.547425061E-2,1.854018777E-1
4.612124021E0,1.391500682E-1,-1.065263641E-3,1.008005738E-1,1.718273318E-1
4.614611625E0,1.135837361E-1,8.522109129E-3,1.039963663E-1,1.542372706E-1
4.617099229E0,8.269108832E-2,1.597895473E-2,1.071921512E-1,1.363205794E-1
4.619586833E0,4.860265180E-2,2.024000883E-2,1.103879437E-1,1.223003427E-1
4.622074437E0,1.238369010E-2,2.130527236E-2,1.114532053E-1,1.141450279E-1
4.624562041E0,-2.596580051E-2,1.917474531E-2,1.093226820E-1,1.139883435E-1
4.627049646E0,-6.644582003E-2,1.491369121E-2,1.039963663E-1,1.243089272E-1
4.629537250E0,-1.058605760E-1,1.065263618E-2,9.547425061E-2,1.429519946E-1
4.632024854E0,-1.452753246E-1,5.326318089E-3,8.588688076E-2,1.688485886E-1
4.634512458E0,-1.804290265E-1,-2.130527282E-3,7.416898012E-2,1.950902621E-1
4.637000062E0,-2.134522051E-1,-9.587372653E-3,6.138581783E-2,2.223105490E-1
4.639487614E0,-2.422143221E-1,-1.491369121E-2,4.860265180E-2,2.474922499E-1
4.641975166E0,-2.667153776E-1,-2.024000883E-2,3.581948951E-2,2.698699435E-1
4.644462718E0,-2.869553864E-1,-2.556632832E-2,2.623211779E-2,2.892838657E-1
4.646950271E0,-3.018690944E-1,-2.876211889E-2,1.557948068E-2,3.036361801E-1
4.649437823E0,-3.114564717E-1,-3.195790946E-2,4.926844500E-3,3.131305088E-1
4.651925375E0,-3.146522343E-1,-3.408843651E-2,-5.725792143E-3,3.165451544E-1
4.654412927E0,-3.125217259E-1,-3.515370190E-2,-1.424790081E-2,3.148152070E-1
4.656900479E0,-3.061301410E-1,-3.728422895E-2,-2.383527346E-2,3.093119740E-1
4.659388031E0,-2.954775095E-1,-3.728422895E-2,-3.129211813E-2,2.994599623E-1
4.661875583E0,-2.826943398E-1,-3.834949061E-2,-3.768370301E-2,2.877617671E-1
4.664363135E0,-2.656501234E-1,-3.621896356E-2,-4.194475710E-2,2.713690550E-1
4.666850687E0,-2.475406379E-1,-3.302317113E-2,-4.620581120E-2,2.539721918E-1
4.669338239E0,-2.273006290E-1,-2.876211889E-2,-4.833633825E-2,2.341564371E-1
4.671825791E0,-2.059953511E-1,-2.343579940E-2,-4.940159991E-2,2.131286922E-1
4.674313343E0,-1.846900880E-1,-1.810948178E-2,-4.940159991E-2,1.920387982E-1
4.676800896E0,-1.612542868E-1,-1.278316416E-2,-4.727107286E-2,1.685256913E-1
4.679288448E0,-1.399490088E-1,-9.587372653E-3,-4.301001877E-2,1.467225426E-1
4.681776000E0,-1.175784767E-1,-6.391582079E-3,-3.768370301E-2,1.236349949E-1
4.684263552E0,-9.627319872E-2,-5.326318089E-3,-3.022685647E-2,1.010473221E-1
4.686751104E0,-7.603318989E-2,-5.326318089E-3,-2.170474641E-2,7.924967916E-2
4.689238656E0,-5.685844645E-2,-5.326318089E-3,-1.211737376E-2,5.837879190E-2
4.691726208E0,-3.768370301E-2,-7.456845604E-3,-1.464737463E-3,3.844231359E-2
4.694213760E0,-2.277000993E-2,-8.522109129E-3,9.187898599E-3,2.599071329E-2
4.696701312E0,-9.986846708E-3,-1.065263618E-2,1.984053478E-2,2.463458108E-2
4.699188864E0,6.657897611E-4,-1.278316416E-2,2.942790836E-2,3.209134389E-2
4.701676416E0,8.122635074E-3,-1.491369121E-2,3.581948951E-2,3.964128170E-2
4.704163968E0,1.344895363E-2,-1.704421826E-2,4.008054361E-2,4.558321737E-2
4.706651521E0,1.557948068E-2,-1.917474531E-2,4.221107066E-2,4.890976959E-2
4.709139073E0,1.664474420E-2,-2.024000883E-2,4.221107066E-2,4.968379970E-2
4.711626625E0,1.557948068E-2,-2.450106293E-2,4.008054361E-2,4.949214361E-2
4.714114177E0,1.344895363E-2,-2.769685537E-2,3.581948951E-2,4.723373773E-2
4.716601729E0,1.131842658E-2,-3.195790946E-2,3.049317189E-2,4.559877508E-2
4.719089281E0,8.122635074E-3,-3.621896356E-2,2.303632535E-2,4.368595664E-2
4.721576833E0,4.926844500E-3,-4.154528305E-2,1.451421715E-2,4.428257942E-2
4.724064385E0,2.796316985E-3,-4.687159881E-2,3.861580743E-3,4.711345848E-2
4.726551937E0,6.657897611E-4,-5.326318368E-2,-8.921583183E-3,5.400930159E-2
4.729039489E0,6.657897611E-4,-5.965476483E-2,-2.277000993E-2,6.385614767E-2
4.731527041E0,6.657897611E-4,-6.604634225E-2,-3.768370301E-2,7.604356694E-2
4.734014593E0,2.796316985E-3,-7.137266546E-2,-5.259739235E-2,8.870379048E-2
4.736502146E0,7.057371549E-3,-7.669898123E-2,-6.644582003E-2,1.017230909E-1
4.738989698E0,1.238369010E-2,-8.096003532E-2,-7.816372067E-2,1.132141790E-1
4.741477250E0,1.877527125E-2,-8.309056610E-2,-8.775109053E-2,1.222980248E-1
4.743964802E0,2.623211779E-2,-8.522108942E-2,-9.414267540E-2,1.296672720E-1
4.746452354E0,3.368896246E-2,-8.628635854E-2,-9.946899116E-2,1.359204255E-1
4.748939906E0,4.221107066E-2,-8.628635854E-2,-1.005342528E-1,1.390476398E-1
4.751427458E0,5.073318258E-2,-8.628635854E-2,-9.946899116E-2,1.411143922E-1
4.753915010E0,6.032055244E-2,-8.415582776E-2,-9.627319872E-2,1.413835252E-1
4.756402562E0,6.671213359E-2,-8.202529699E-2,-9.307741374E-2,1.408618581E-1
4.758890114E0,7.310371846E-2,-7.882951200E-2,-8.775109053E-2,1.387749960E-1
4.761377666E0,7.736477256E-2,-7.563371956E-2,-8.242477477E-2,1.360132753E-1
4.763865218E0,7.843003422E-2,-7.137266546E-2,-7.709845901E-2,1.311087336E-1
4.766352771E0,7.843003422E-2,-6.817687303E-2,-7.070687413E-2,1.256933504E-1
4.768840323E0,7.523424178E-2,-6.604634225E-2,-6.431528926E-2,1.189906168E-1
4.771327875E0,6.990792602E-2,-6.391581893E-2,-5.792371184E-2,1.110293043E-1
4.773815427E0,6.138581783E-2,-6.285055727E-2,-5.046686530E-2,1.013178941E-1
4.776302979E0,4.966791719E-2,-6.178529188E-2,-4.301001877E-2,9.018972228E-2
4.778790531E0,3.688475490E-2,-6.178529188E-2,-3.448791057E-2,7.979550997E-2
4.781278083E0,2.197106183E-2,-6.285055727E-2,-2.490053698E-2,7.108415329E-2
4.783765635E0,5.992108025E-3,-6.285055727E-2,-1.531316526E-2,6.496607528E-2
4.786253187E0,-1.211737376E-2,-6.285055727E-2,-5.725792143E-3,6.426358215E-2
4.788740739E0,-3.129211813E-2,-6.285055727E-2,3.861580743E-3,7.031572379E-2
4.791228291E0,-5.259739235E-2,-6.391581893E-2,1.238369010E-2,8.369631636E-2
4.793715843E0,-7.496792823E-2,-6.391581893E-2,2.197106183E-2,1.009363648E-1
4.796203396E0,-9.733846784E-2,-6.498108059E-2,3.049317189E-2,1.209427620E-1
4.798690948E0,-1.197090000E-1,-6.604634225E-2,3.688475490E-2,1.416080829E-1
4.801178500E0,-1.410142779E-1,-6.711161137E-2,4.434159771E-2,1.623427616E-1
4.803666052E0,-1.623195410E-1,-6.817687303E-2,4.966791719E-2,1.829279131E-1
4.806153604E0,-1.814942956E-1,-7.030740380E-2,5.605949834E-2,2.025487046E-1
4.808641156E0,-1.985385120E-1,-7.350318879E-2,6.245107949E-2,2.207269735E-1
4.811128708E0,-2.123869359E-1,-7.776424289E-2,6.884266436E-2,2.364208123E-1
4.813616260E0,-2.251701057E-1,-8.309056610E-2,7.523424178E-2,2.515269564E-1
4.816103812E0,-2.336922139E-1,-8.735162020E-2,8.056056499E-2,2.621685737E-1
4.818591364E0,-2.400837988E-1,-9.267793596E-2,8.588688076E-2,2.713042324E-1
4.821078916E0,-2.432795912E-1,-9.587372839E-2,9.334372729E-2,2.776504686E-1
4.823566468E0,-2.422143221E-1,-9.906952083E-2,9.973530471E-2,2.800529928E-1
4.826054021E0,-2.390185297E-1,-1.001347825E-1,1.071921512E-1,2.804407058E-1
4.828541573E0,-2.326269448E-1,-1.012000442E-1,1.157142594E-1,2.788306551E-1
4.831029125E0,-2.241048366E-1,-1.012000442E-1,1.242363751E-1,2.754979194E-1
4.833516677E0,-2.134522051E-1,-1.012000442E-1,1.338237375E-1,2.714996971E-1
4.836004229E0,-2.017343044E-1,-1.012000442E-1,1.444763839E-1,2.679768722E-1
4.838491781E0,-1.878858805E-1,-1.012000442E-1,1.551290154E-1,2.638324553E-1
4.840979333E0,-1.729721874E-1,-1.012000442E-1,1.668469161E-1,2.607656418E-1
4.843466885E0,-1.569932252E-1,-1.012000442E-1,1.785648167E-1,2.584061057E-1
4.845954437E0,-1.388837546E-1,-1.022653133E-1,1.913479865E-1,2.576061791E-1
4.848441989E0,-1.218395308E-1,-1.033305749E-1,2.041311413E-1,2.592134291E-1
4.850929541E0,-1.047953144E-1,-1.043958366E-1,2.179795653E-1,2.634305212E-1
4.853417093E0,-8.881635964E-2,-1.065263674E-1,2.307627350E-1,2.692353107E-1
4.855904646E0,-7.390266657E-2,-1.086568907E-1,2.435459048E-1,2.767354906E-1
4.858392198E0,-6.005423889E-2,-1.097221524E-1,2.563290596E-1,2.852193000E-1
4.860879750E0,-4.833633825E-2,-1.107874215E-1,2.691122293E-1,2.950112648E-1
4.863367302E0,-3.981423005E-2,-1.118526831E-1,2.829606533E-1,3.068597839E-1
4.865854854E0,-3.235738352E-2,-1.139832065E-1,2.946785688E-1,3.176076677E-1
4.868342406E0,-2.916159295E-2,-1.161137372E-1,3.063964546E-1,3.289552946E-1
4.870829958E0,-2.703106403E-2,-1.193095297E-1,3.181143403E-1,3.408257264E-1
4.873317510E0,-2.916159295E-2,-1.235705838E-1,3.298322558E-1,3.534252462E-1
4.875805062E0,-3.235738352E-2,-1.288969070E-1,3.394196332E-1,3.645093967E-1
4.878292614E0,-3.768370301E-2,-1.352884769E-1,3.490070105E-1,3.762033052E-1
4.880780166E0,-4.407528415E-2,-1.416800618E-1,3.585943878E-1,3.880796381E-1
4.883267718E0,-5.259739235E-2,-1.480716467E-1,3.671164811E-1,3.993322037E-1
4.885755271E0,-6.111950055E-2,-1.544632316E-1,3.745733202E-1,4.097556045E-1
4.888242823E0,-7.177213579E-2,-1.608548164E-1,3.809649050E-1,4.197139148E-1
4.890730375E0,-8.349003643E-2,-1.661811322E-1,3.862912357E-1,4.287279716E-1
4.893217927E0,-9.627319872E-2,-1.725727171E-1,3.905522823E-1,4.376996193E-1
4.895705479E0,-1.090563685E-1,-1.789642870E-1,3.926828206E-1,4.451081948E-1
4.898193031E0,-1.207742617E-1,-1.853558719E-1,3.937480748E-1,4.516423008E-1
4.900680583E0,-1.324921697E-1,-1.928127259E-1,3.937480748E-1,4.580048785E-1
4.903168135E0,-1.442100704E-1,-2.013348341E-1,3.926828206E-1,4.642543025E-1
4.905655687E0,-1.537974328E-1,-2.109221965E-1,3.916175365E-1,4.706443649E-1
4.908143239E0,-1.623195410E-1,-2.194443047E-1,3.905522823E-1,4.764813968E-1
4.910630791E0,-1.697763950E-1,-2.300969511E-1,3.894870281E-1,4.831860680E-1
4.913118343E0,-1.751027107E-1,-2.396843135E-1,3.873564899E-1,4.880108398E-1
4.915605896E0,-1.793637723E-1,-2.492716908E-1,3.852259517E-1,4.926527910E-1
4.918094229E0,-1.814942956E-1,-2.577938139E-1,3.809649050E-1,4.945018591E-1
4.920582093E0,-1.814942956E-1,-2.652506530E-1,3.756386042E-1,4.943707609E-1
4.923069646E0,-1.804290265E-1,-2.716422379E-1,3.692470193E-1,4.926332310E-1
4.925557198E0,-1.782985032E-1,-2.769685388E-1,3.617901504E-1,4.892791030E-1
4.928044750E0,-1.719069183E-1,-2.822948694E-1,3.522028029E-1,4.830002031E-1
4.930532302E0,-1.644500792E-1,-2.865559161E-1,3.415501416E-1,4.751995589E-1
4.933019854E0,-1.548627019E-1,-2.908169627E-1,3.308975101E-1,4.669583754E-1
4.935507406E0,-1.431448013E-1,-2.950780392E-1,3.202448785E-1,4.583865896E-1
4.937994958E0,-1.303616315E-1,-2.972085476E-1,3.106575012E-1,4.492606802E-1
4.940482510E0,-1.133174226E-1,-2.993390858E-1,3.032006621E-1,4.408802196E-1
4.942970062E0,-9.627319872E-2,-3.004043400E-1,2.968090773E-1,4.331361502E-1
4.945457614E0,-7.816372067E-2,-2.993390858E-1,2.914827764E-1,4.250596011E-1
4.947945166E0,-5.898897350E-2,-2.972085476E-1,2.904174924E-1,4.197081601E-1
4.950432718E0,-3.981423005E-2,-2.918822467E-1,2.882869840E-1,4.121769086E-1
4.952920271E0,-2.383527346E-2,-2.844253778E-1,2.893522382E-1,4.064365062E-1
4.955407823E0,-8.921583183E-3,-2.737727463E-1,2.904174924E-1,3.992160207E-1
4.957895375E0,3.861580743E-3,-2.620548606E-1,2.904174924E-1,3.911904672E-1
4.960382927E0,1.238369010E-2,-2.503369451E-1,2.925480306E-1,3.852353723E-1
4.962870479E0,1.877527125E-2,-2.364885211E-1,2.925480306E-1,3.766479545E-1
4.965358031E0,2.090579830E-2,-2.226400971E-1,2.925480306E-1,3.682254954E-1
4.967845583E0,1.984053478E-2,-2.087916732E-1,2.914827764E-1,3.590958348E-1
4.970333135E0,1.344895363E-2,-1.949432492E-1,2.893522382E-1,3.491539238E-1
4.972820687E0,2.796316985E-3,-1.810948253E-1,2.872217000E-1,3.395577419E-1
4.975308239E0,-1.211737376E-2,-1.683116555E-1,2.850911915E-1,3.312893473E-1
4.977795791E0,-3.129211813E-2,-1.576590240E-1,2.818953991E-1,3.245005093E-1
4.980283343E0,-5.366265774E-2,-1.480716467E-1,2.776343226E-1,3.191954111E-1
4.982770896E0,-8.029424399E-2,-1.406148076E-1,2.723080218E-1,3.168143754E-1
4.985258448E0,-1.090563685E-1,-1.352884769E-1,2.648511827E-1,3.167687050E-1
4.987746000E0,-1.399490088E-1,-1.320926845E-1,2.563290596E-1,3.205289210E-1
4.990233552E0,-1.708416492E-1,-1.320926845E-1,2.467416972E-1,3.278975626E-1
4.992721104E0,-2.017343044E-1,-1.342232227E-1,2.339585274E-1,3.368222019E-1
4.995208656E0,-2.304964215E-1,-1.395495385E-1,2.222406268E-1,3.492757796E-1
4.997696208E0,-2.592585385E-1,-1.470063776E-1,2.105227262E-1,3.648913305E-1
5.000183760E0,-2.837595940E-1,-1.565937549E-1,1.998700947E-1,3.807744293E-1
5.002671312E0,-3.061301410E-1,-1.672463864E-1,1.902827173E-1,3.973594463E-1
5.005158864E0,-3.242396116E-1,-1.800295562E-1,1.838911325E-1,4.139540016E-1
5.007646416E0,-3.391533196E-1,-1.960085034E-1,1.785648167E-1,4.304993628E-1
5.010133968E0,-3.476754129E-1,-2.109221965E-1,1.753690243E-1,4.428551235E-1
5.012621521E0,-3.530017436E-1,-2.258358896E-1,1.732385010E-1,4.534574491E-1
5.015109073E0,-3.519364893E-1,-2.396843135E-1,1.721732318E-1,4.592945509E-1
5.017596625E0,-3.466101587E-1,-2.503369451E-1,1.721732318E-1,4.609238656E-1
5.020084177E0,-3.370227814E-1,-2.599243224E-1,1.732385010E-1,4.595177763E-1
5.022571729E0,-3.231743574E-1,-2.652506530E-1,1.743037701E-1,4.529695116E-1
5.025059281E0,-3.050648868E-1,-2.673811615E-1,1.753690243E-1,4.419406808E-1
5.027546833E0,-2.837595940E-1,-2.663159072E-1,1.753690243E-1,4.268465348E-1
5.030034385E0,-2.603237927E-1,-2.620548606E-1,1.785648167E-1,4.102762737E-1
5.032521937E0,-2.336922139E-1,-2.545980215E-1,1.817606091E-1,3.904729471E-1
5.035009489E0,-2.059953511E-1,-2.460758984E-1,1.860216707E-1,3.709332749E-1
5.037497041E0,-1.782985032E-1,-2.343579978E-1,1.913479865E-1,3.511809779E-1
5.039984593E0,-1.495363861E-1,-2.205095738E-1,1.988048255E-1,3.324288820E-1
5.042472146E0,-1.207742617E-1,-2.066611499E-1,2.051964104E-1,3.152789558E-1
5.044959698E0,-9.414267540E-2,-1.906821877E-1,2.137185186E-1,3.014931927E-1
5.047447250E0,-6.751108170E-2,-1.747032404E-1,2.233058959E-1,2.914523829E-1
5.049934802E0,-4.407528415E-2,-1.576590240E-1,2.328932583E-1,2.846722120E-1
5.052422354E0,-2.596580051E-2,-1.395495385E-1,2.435459048E-1,2.818916533E-1
5.054909906E0,-9.986846708E-3,-1.225053221E-1,2.541985512E-1,2.823547316E-1
5.057397458E0,1.731053460E-3,-1.086568907E-1,2.648511827E-1,2.862786500E-1
5.059885010E0,1.025316212E-2,-9.800425172E-2,2.744385600E-1,2.915930107E-1
5.062372562E0,1.557948068E-2,-9.480846673E-2,2.808301151E-1,2.968112517E-1
5.064860114E0,1.877527125E-2,-9.587372839E-2,2.840259075E-1,3.003581175E-1
5.067347666E0,1.877527125E-2,-1.022653133E-1,2.850911915E-1,3.034595403E-1
5.069835218E0,1.557948068E-2,-1.129179448E-1,2.840259075E-1,3.060455826E-1
5.072322771E0,9.187898599E-3,-1.235705838E-1,2.818953991E-1,3.079271386E-1
5.074810323E0,-2.530001104E-3,-1.352884769E-1,2.797648609E-1,3.107696096E-1
5.077297875E0,-1.531316526E-2,-1.480716467E-1,2.755038142E-1,3.131486184E-1
5.079785427E0,-3.022685647E-2,-1.576590240E-1,2.701774836E-1,3.142704302E-1
5.082272979E0,-4.833633825E-2,-1.672463864E-1,2.627206445E-1,3.151664519E-1
5.084760531E0,-6.751108170E-2,-1.747032404E-1,2.520680130E-1,3.140338382E-1
5.087248083E0,-8.775109053E-2,-1.800295562E-1,2.392848432E-1,3.120386693E-1
5.089735635E0,-1.079910994E-1,-1.853558719E-1,2.233058959E-1,3.096520627E-1
