"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.519819447E0,1.822475433E0,-1.324310154E-1,-1.424724102E0,2.317065697E0
1.524794708E0,1.811175346E0,-1.417854875E-1,-1.497419834E0,2.354299348E0
1.529769968E0,1.795120239E0,-1.135858446E-1,-1.484086514E0,2.331924355E0
1.534745229E0,1.779068947E0,-4.792264104E-2,-1.447098732E0,2.293791106E0
1.539720489E0,1.729638100E0,1.698756218E-2,-1.405582905E0,2.228811305E0
1.544695750E0,1.670848846E0,3.355163336E-2,-1.340374947E0,2.142304035E0
1.549671010E0,1.631415367E0,4.511150718E-2,-1.284870625E0,2.077123894E0
1.554646270E0,1.625614166E0,9.007903934E-2,-1.148305416E0,1.992320501E0
1.559621531E0,1.643786430E0,1.352313459E-1,-1.002521992E0,1.930122195E0
1.564596791E0,1.676276207E0,1.665991545E-1,-8.666687012E-1,1.894405405E0
1.569572052E0,1.751724243E0,1.750583649E-1,-7.549262047E-1,1.915488666E0
1.574547312E0,1.827037811E0,1.799222529E-1,-6.815190315E-1,1.958291953E0
1.579522572E0,1.930882454E0,1.861124635E-1,-6.939997673E-1,2.060237990E0
1.584497833E0,2.044106483E0,1.746151149E-1,-7.538585663E-1,2.185672549E0
1.589473093E0,2.157133102E0,1.359243691E-1,-8.466238976E-1,2.321307967E0
1.594448354E0,2.241307259E0,1.224738061E-1,-9.770116806E-1,2.448062476E0
1.599423614E0,2.291869164E0,1.292695701E-1,-1.125947952E0,2.556781898E0
1.604398875E0,2.323247910E0,1.512690485E-1,-1.317255974E0,2.674981584E0
1.609374135E0,2.373690605E0,1.261714995E-1,-1.512635708E0,2.817515416E0
1.614349395E0,2.438340187E0,7.291224599E-2,-1.740777016E0,2.996852296E0
1.619324656E0,2.517101288E0,3.422293067E-2,-1.949180603E0,3.183751737E0
1.624299916E0,2.609938622E0,-9.486913681E-3,-2.104512215E0,3.352736386E0
1.629275177E0,2.697691917E0,-6.811319292E-2,-2.197452545E0,3.480083157E0
1.634250437E0,2.775609016E0,-1.085502505E-1,-2.218660831E0,3.555030865E0
1.639225697E0,2.829456329E0,-1.596816778E-1,-2.211239338E0,3.594565449E0
1.644200958E0,2.911849976E0,-2.120034248E-1,-2.180006504E0,3.643658064E0
1.649176218E0,2.974965096E0,-2.511843443E-1,-2.120256901E0,3.661830174E0
1.654151479E0,3.042621613E0,-2.580352128E-1,-2.022699356E0,3.662709534E0
1.659126739E0,3.100404739E0,-2.706988156E-1,-1.892344475E0,3.642355695E0
1.664102000E0,3.162664413E0,-2.937229574E-1,-1.786566734E0,3.644247531E0
1.669077260E0,3.176850319E0,-3.173809648E-1,-1.676681995E0,3.606157392E0
1.674052520E0,3.186102867E0,-3.081775308E-1,-1.586516380E0,3.572570377E0
1.679027781E0,3.157043457E0,-2.994297743E-1,-1.515958786E0,3.514927114E0
1.684003041E0,3.089870453E0,-2.814777195E-1,-1.464808464E0,3.431062949E0
1.688978302E0,3.003817558E0,-2.351073325E-1,-1.471150875E0,3.352980805E0
1.693953562E0,2.946733475E0,-2.033081353E-1,-1.501307964E0,3.313381652E0
1.698928822E0,2.866011620E0,-2.051270306E-1,-1.564762115E0,3.271785473E0
1.703904083E0,2.799939156E0,-1.975458860E-1,-1.584993362E0,3.223489974E0
1.708879343E0,2.748497963E0,-1.854783148E-1,-1.542994976E0,3.157447823E0
1.713854604E0,2.683085442E0,-1.642468721E-1,-1.505660534E0,3.081061208E0
1.718829864E0,2.642018318E0,-1.482574642E-1,-1.439424038E0,3.012338399E0
1.723805125E0,2.620504379E0,-1.183242500E-1,-1.372923851E0,2.960737025E0
1.728780385E0,2.628036499E0,-1.412464082E-1,-1.291828632E0,2.931782325E0
1.733755645E0,2.654955864E0,-1.403566301E-1,-1.200988293E0,2.917338428E0
1.738730906E0,2.667759895E0,-1.155174077E-1,-1.172071457E0,2.916168485E0
1.743706166E0,2.613887787E0,-7.622373104E-2,-1.162048340E0,2.861568759E0
1.748681427E0,2.550769806E0,-2.227422595E-2,-1.142290115E0,2.794950706E0
1.753656687E0,2.502301216E0,3.698372841E-2,-1.136679173E0,2.748621239E0
1.758631947E0,2.458917618E0,7.774844766E-2,-1.197641373E0,2.736177174E0
1.763607208E0,2.382376671E0,1.192758679E-1,-1.325025082E0,2.728669420E0
1.768582468E0,2.282320023E0,1.615106761E-1,-1.475672245E0,2.722623543E0
1.773557729E0,2.139599800E0,1.900619268E-1,-1.630609989E0,2.696831433E0
1.778532989E0,2.021092415E0,2.192284167E-1,-1.732676983E0,2.671150534E0
1.783508250E0,1.926703453E0,2.535705864E-1,-1.839380741E0,2.675781334E0
1.788483510E0,1.846753120E0,2.595551312E-1,-1.912614346E0,2.671321693E0
1.793458770E0,1.757385254E0,2.417480350E-1,-1.981050014E0,2.659211199E0
1.798434031E0,1.630031586E0,2.095384598E-1,-2.044630527E0,2.623246716E0
1.803409291E0,1.498275757E0,2.487345636E-1,-2.069876194E0,2.567311159E0
1.808384552E0,1.362154007E0,2.682853341E-1,-2.080738544E0,2.501382308E0
1.813359812E0,1.250262260E0,2.635205388E-1,-2.043931961E0,2.410447397E0
1.818335072E0,1.162500381E0,2.440446019E-1,-1.950089931E0,2.283378121E0
1.823310333E0,1.074835777E0,2.385641932E-1,-1.847260952E0,2.150478516E0
1.828285593E0,1.011140823E0,2.280530930E-1,-1.745008945E0,2.029647801E0
1.833260854E0,9.952802658E-1,2.030189037E-1,-1.600263119E0,1.895426478E0
1.838236114E0,9.937810898E-1,1.635573506E-1,-1.441648960E0,1.758608423E0
1.843211375E0,1.035350800E0,9.058380127E-2,-1.302481174E0,1.666317471E0
1.848186635E0,1.100716591E0,3.676927090E-2,-1.158906460E0,1.598747377E0
1.853161895E0,1.175448418E0,-3.145122528E-2,-1.044438839E0,1.572743034E0
1.858137156E0,1.216471672E0,-9.975692630E-2,-9.543375969E-1,1.549359552E0
1.863112416E0,1.204702377E0,-1.443095207E-1,-9.077587128E-1,1.515308198E0
1.868087677E0,1.164175987E0,-1.988017559E-1,-8.807039261E-1,1.473250580E0
1.873062937E0,1.080642700E0,-2.393877804E-1,-8.587989807E-1,1.400939272E0
1.878038197E0,9.304342270E-1,-2.663415670E-1,-8.657851219E-1,1.298549020E0
1.883013458E0,7.424945831E-1,-2.368763089E-1,-8.632192612E-1,1.162994447E0
1.887988718E0,5.886878967E-1,-2.323884964E-1,-8.652563095E-1,1.072019745E0
1.892963979E0,4.881010056E-1,-2.576068044E-1,-8.669953346E-1,1.027757154E0
1.897939239E0,4.262638092E-1,-2.791804075E-1,-7.777247429E-1,9.297840129E-1
1.902914500E0,3.552246094E-1,-2.732654214E-1,-6.408200264E-1,7.819902940E-1
1.907889760E0,2.798395157E-1,-2.351710796E-1,-4.802045822E-1,6.034998194E-1
1.912865020E0,2.049112320E-1,-2.124986947E-1,-3.197717667E-1,4.351991395E-1
1.917840281E0,1.591424942E-1,-1.906556487E-1,-1.355428696E-1,2.829271626E-1
1.922815541E0,1.425628662E-1,-1.406729817E-1,6.306934357E-2,2.099780958E-1
1.927790802E0,1.646614075E-1,-1.242367029E-1,2.235727310E-1,3.041922148E-1
1.932766062E0,2.157258987E-1,-1.170015335E-1,3.746795654E-1,4.478970853E-1
1.937741322E0,2.812414169E-1,-1.234163046E-1,4.732985497E-1,5.642161252E-1
1.942716583E0,3.227853775E-1,-9.050190449E-2,5.289030075E-1,6.261943676E-1
1.947691843E0,3.785066605E-1,-6.575310230E-2,5.510244370E-1,6.717281389E-1
1.952667104E0,4.385852814E-1,-6.800603867E-2,5.537619591E-1,7.096718803E-1
1.957642364E0,5.123634338E-1,-7.319688797E-2,4.986739159E-1,7.187139536E-1
1.962617625E0,5.710449219E-1,-8.611381054E-2,4.144067764E-1,7.108029738E-1
1.967592885E0,6.385307312E-1,-9.735023975E-2,3.344225883E-1,7.273493187E-1
1.972568145E0,7.005357742E-1,-1.071769595E-1,2.444510460E-1,7.496623143E-1
1.977543406E0,7.620143890E-1,-1.112085581E-1,1.590442657E-1,7.863385727E-1
1.982518666E0,8.039951324E-1,-1.289518476E-1,5.446243286E-2,8.160900125E-1
1.987493927E0,7.740077972E-1,-1.225785613E-1,-6.928157806E-2,7.867105636E-1
1.992469187E0,6.292581558E-1,-4.953330755E-2,-2.312808037E-1,6.722426536E-1
1.997444447E0,4.369401932E-1,6.105035543E-2,-4.123272896E-1,6.038689196E-1
2.002419708E0,2.305793762E-1,1.565214396E-1,-5.980911255E-1,6.598324061E-1
2.007394968E0,3.406143188E-2,2.273647189E-1,-7.981615067E-1,8.306122364E-1
2.012370229E0,-1.096849442E-1,2.688646913E-1,-9.600148201E-1,1.002969324E0
2.017345541E0,-1.913223267E-1,3.002111912E-1,-1.059998989E0,1.118181045E0
2.022320854E0,-2.254056931E-1,2.877929211E-1,-1.074523926E0,1.135004035E0
2.027296166E0,-2.646808624E-1,2.888310552E-1,-1.027856827E0,1.099985906E0
2.032271479E0,-2.804708481E-1,2.888288498E-1,-9.344968796E-1,1.017531532E0
2.037246791E0,-2.490129471E-1,2.590879798E-1,-7.851152420E-1,8.634465660E-1
2.042222104E0,-2.420253754E-1,2.043220997E-1,-5.607023239E-1,6.439805112E-1
2.047197416E0,-2.593097687E-1,1.627420187E-1,-2.707982063E-1,4.087275246E-1
2.052172729E0,-2.719554901E-1,1.199971437E-1,1.308155060E-2,2.975402999E-1
2.057148041E0,-2.654800415E-1,9.054833651E-2,2.959971428E-1,4.077903410E-1
2.062123354E0,-2.493019104E-1,4.592168331E-2,5.591616631E-1,6.139397438E-1
2.067098666E0,-3.045740128E-1,5.416035652E-3,7.884340286E-1,8.452353993E-1
2.072073979E0,-3.975353241E-1,1.219946146E-2,1.027159691E0,1.101471830E0
2.077049291E0,-5.279483795E-1,1.378703117E-2,1.199148655E0,1.310296558E0
2.082024604E0,-6.431341171E-1,2.003908157E-2,1.338132858E0,1.484797159E0
2.086999916E0,-7.766141891E-1,1.689481735E-2,1.444176197E0,1.639835334E0
2.091975229E0,-9.331340790E-1,4.760336876E-2,1.526944160E0,1.790129537E0
2.096950541E0,-1.127045155E0,7.410275936E-2,1.552996159E0,1.920291402E0
2.101925854E0,-1.382276058E0,1.300922632E-1,1.522311687E0,2.060350449E0
2.106901166E0,-1.665392876E0,1.965936422E-1,1.477835178E0,2.235213481E0
2.111876479E0,-1.952507973E0,2.547017336E-1,1.410003185E0,2.421831815E0
2.116851791E0,-2.176862240E0,3.046240807E-1,1.290057182E0,2.548680556E0
2.121827104E0,-2.338755131E0,3.465502262E-1,1.151366711E0,2.629737235E0
2.126802416E0,-2.419463634E0,3.711423874E-1,1.027091980E0,2.654518579E0
2.131777729E0,-2.491143227E0,4.167360067E-1,9.549484253E-1,2.700257390E0
2.136753041E0,-2.549218178E0,4.642162323E-1,9.249858856E-1,2.751292227E0
2.141728354E0,-2.550824165E0,4.754498005E-1,9.178619385E-1,2.752313022E0
2.146703666E0,-2.510469437E0,4.790909290E-1,8.808832169E-1,2.703320209E0
2.151678979E0,-2.452097416E0,4.989951849E-1,8.667130470E-1,2.648201170E0
2.156654291E0,-2.356671810E0,5.062485933E-1,8.799772263E-1,2.566037719E0
2.161629604E0,-2.291070461E0,4.863084555E-1,9.159111977E-1,2.514834606E0
2.166604916E0,-2.240752697E0,4.484256506E-1,9.554872513E-1,2.476896062E0
2.171580229E0,-2.215058804E0,3.875502348E-1,9.797945023E-1,2.452891753E0
2.176555489E0,-2.194618702E0,3.130037785E-1,1.008235931E0,2.435336179E0
2.181530750E0,-2.212765217E0,2.531225681E-1,1.036096573E0,2.456399204E0
2.186506010E0,-2.283626080E0,2.028653622E-1,1.101732254E0,2.543603032E0
2.191481270E0,-2.411672115E0,2.002350092E-1,1.176654339E0,2.690868240E0
2.196456531E0,-2.572720528E0,2.068740129E-1,1.189448357E0,2.841913997E0
2.201431791E0,-2.714041710E0,1.988637447E-1,1.159538269E0,2.958056489E0
2.206407052E0,-2.830902100E0,1.668099165E-1,1.091833591E0,3.038738692E0
2.211382312E0,-2.961622238E0,1.346638203E-1,1.048465252E0,3.144617625E0
2.216357572E0,-3.053761959E0,1.071947813E-1,1.024360657E0,3.222773275E0
2.221332833E0,-3.140974522E0,8.920705318E-2,1.000172615E0,3.297578521E0
2.226308093E0,-3.223356724E0,6.153404713E-2,9.900789261E-1,3.372546707E0
2.231283354E0,-3.281827450E0,9.921908379E-3,1.017920494E0,3.436080905E0
2.236258614E0,-3.321194172E0,-5.602669716E-2,1.078868389E0,3.492481456E0
2.241233875E0,-3.284113407E0,-1.219451427E-1,1.125165462E0,3.473653524E0
2.246209135E0,-3.242434978E0,-1.927005053E-1,1.166355610E0,3.451217681E0
2.251184395E0,-3.181850910E0,-2.731223106E-1,1.231076241E0,3.422618840E0
2.256159656E0,-3.126377583E0,-3.632711172E-1,1.342993975E0,3.421963692E0
2.261134916E0,-3.085566998E0,-4.058480263E-1,1.478086233E0,3.445312066E0
2.266110177E0,-3.135779858E0,-4.489183426E-1,1.593348980E0,3.545899599E0
2.271085437E0,-3.252806187E0,-4.734067917E-1,1.732022524E0,3.715476295E0
2.276060697E0,-3.374309063E0,-4.650462866E-1,1.860743761E0,3.881313830E0
2.281035958E0,-3.500154495E0,-4.716664553E-1,1.965427399E0,4.041838146E0
2.286011218E0,-3.630245209E0,-4.692317247E-1,2.079750538E0,4.210014369E0
2.290986479E0,-3.740533829E0,-4.766422510E-1,2.189682245E0,4.360446020E0
2.295961739E0,-3.802297592E0,-4.697560072E-1,2.290685892E0,4.463785338E0
2.300937000E0,-3.810834885E0,-4.818588495E-1,2.392441273E0,4.525309460E0
2.305912260E0,-3.785326958E0,-5.128825903E-1,2.514157772E0,4.573044722E0
2.310887520E0,-3.754483223E0,-5.579459667E-1,2.641537905E0,4.624410284E0
2.315862781E0,-3.703956604E0,-5.787640810E-1,2.774632454E0,4.663994816E0
2.320838041E0,-3.609882355E0,-5.992858410E-1,2.880021572E0,4.656706818E0
2.325813302E0,-3.505863190E0,-6.146701574E-1,2.881221771E0,4.579337834E0
2.330788562E0,-3.401711941E0,-6.296387911E-1,2.797164917E0,4.448844873E0
2.335763822E0,-3.302591801E0,-6.393989921E-1,2.694236040E0,4.309855161E0
2.340739083E0,-3.232792377E0,-5.769825578E-1,2.605189562E0,4.191761930E0
2.345714343E0,-3.240400791E0,-4.902505577E-1,2.486329794E0,4.113681896E0
2.350689604E0,-3.301510334E0,-4.317004085E-1,2.390017033E0,4.098599413E0
2.355664864E0,-3.377790928E0,-3.821052313E-1,2.287513733E0,4.097339995E0
2.360640125E0,-3.397374630E0,-3.079241514E-1,2.131344557E0,4.022387510E0
2.365615385E0,-3.388871670E0,-2.665265799E-1,1.936275721E0,3.912115959E0
2.370590645E0,-3.328312397E0,-2.531566024E-1,1.726502419E0,3.757999771E0
2.375565906E0,-3.206137180E0,-2.487559915E-1,1.483114004E0,3.541302347E0
2.380541166E0,-3.051043034E0,-2.535782456E-1,1.287534714E0,3.321281554E0
2.385516427E0,-2.858283043E0,-2.392703891E-1,1.125321388E0,3.081132990E0
2.390491687E0,-2.685214043E0,-2.587919831E-1,1.034666300E0,2.889270167E0
2.395466947E0,-2.507826328E0,-3.125405908E-1,9.867923260E-1,2.713048766E0
2.400442208E0,-2.316414356E0,-3.672515750E-1,9.675185680E-1,2.537073387E0
2.405417468E0,-2.130033970E0,-3.993307650E-1,9.530007839E-1,2.367429042E0
2.410392729E0,-1.953362465E0,-4.327836931E-1,9.816198349E-1,2.228565490E0
2.415367989E0,-1.786248207E0,-4.726102948E-1,1.082171440E0,2.141293575E0
2.420343250E0,-1.623722076E0,-5.475288630E-1,1.192707300E0,2.087776794E0
2.425318510E0,-1.460839748E0,-5.904191136E-1,1.256208658E0,2.015119771E0
2.430293770E0,-1.292758465E0,-5.916414261E-1,1.268163919E0,1.905125653E0
2.435269031E0,-1.157850742E0,-5.747719407E-1,1.300189257E0,1.833432090E0
2.440244291E0,-9.894428253E-1,-5.297755003E-1,1.318317652E0,1.731363802E0
2.445219552E0,-7.974271774E-1,-4.991820157E-1,1.317382097E0,1.618816969E0
2.450194812E0,-5.725517273E-1,-4.777219296E-1,1.292221785E0,1.491935274E0
2.455170645E0,-3.485012054E-1,-4.792562127E-1,1.242636442E0,1.376693479E0
2.460146062E0,-1.206016541E-1,-4.701340199E-1,1.125481367E0,1.225674942E0
2.465121322E0,1.254692078E-1,-4.742354751E-1,9.647641182E-1,1.082317704E0
2.470096583E0,3.323450089E-1,-4.773015976E-1,7.366740704E-1,9.385940048E-1
2.475071843E0,5.097389221E-1,-4.651466012E-1,5.322449207E-1,8.714813739E-1
2.480047104E0,6.769027710E-1,-4.332607687E-1,3.180718422E-1,8.643390260E-1
2.485022364E0,8.530931473E-1,-3.819871545E-1,1.325778961E-1,9.440651475E-1
2.489997625E0,1.052779198E0,-3.261612654E-1,-6.709718704E-2,1.104186235E0
2.494972885E0,1.223520279E0,-2.901418209E-1,-2.854447365E-1,1.289442844E0
2.499948145E0,1.351168633E0,-2.362462878E-1,-4.362621307E-1,1.439372651E0
2.504923406E0,1.421611786E0,-1.745117903E-1,-5.338220596E-1,1.528528844E0
2.509898666E0,1.449527740E0,-9.101444483E-2,-5.921621323E-1,1.568461122E0
2.514873927E0,1.444684029E0,1.881581545E-2,-5.776710510E-1,1.556010868E0
2.519849187E0,1.368990898E0,1.405827403E-1,-5.285563469E-1,1.474201953E0
2.524824447E0,1.270303726E0,2.650388479E-1,-4.449691772E-1,1.371828968E0
2.529799708E0,1.153336525E0,3.590753078E-1,-3.510270119E-1,1.257911038E0
2.534774968E0,1.017987251E0,4.423520565E-1,-2.326049805E-1,1.134053995E0
2.539750229E0,8.880491257E-1,5.201048851E-1,-1.233968735E-1,1.036516825E0
2.544725489E0,7.298603058E-1,6.071808338E-1,-4.281663895E-2,9.503672424E-1
2.549700750E0,6.006927490E-1,6.754180193E-1,1.381635666E-2,9.039978823E-1
2.554676010E0,4.907989502E-1,6.869199872E-1,3.678178787E-2,8.450417612E-1
2.559651270E0,4.238557816E-1,6.469429135E-1,1.628971100E-2,7.735982236E-1
2.564626531E0,3.756675720E-1,6.084316969E-1,1.414918900E-2,7.152030858E-1
2.569601791E0,3.364753723E-1,5.857177973E-1,4.907464981E-2,6.772660744E-1
2.574577052E0,3.395977020E-1,5.597918034E-1,1.064300537E-1,6.633406505E-1
2.579552312E0,4.088239670E-1,5.211503506E-1,2.100183964E-1,6.948686572E-1
2.584527572E0,5.154752731E-1,4.745256901E-1,3.456518650E-1,7.812583437E-1
2.589502833E0,6.596117020E-1,4.101663828E-1,4.800429344E-1,9.131074843E-1
2.594478093E0,8.222455978E-1,3.182926178E-1,6.279017925E-1,1.082431834E0
2.599453354E0,1.013155937E0,2.368131876E-1,7.705585957E-1,1.294730083E0
2.604428614E0,1.184724808E0,1.940511465E-1,8.941116333E-1,1.496884875E0
2.609403875E0,1.327600479E0,1.560919285E-1,9.702191353E-1,1.651730272E0
2.614379135E0,1.427754402E0,1.129179001E-1,1.042456865E0,1.771425810E0
2.619354395E0,1.461543083E0,8.809983730E-2,1.053817511E0,1.803995873E0
2.624329656E0,1.400547981E0,9.561121464E-2,1.071557999E0,1.766044364E0
2.629304916E0,1.264195442E0,1.304451227E-1,1.076833487E0,1.665766011E0
2.634280177E0,1.047928810E0,2.116168737E-1,1.069862604E0,1.512462391E0
2.639255437E0,7.710227966E-1,3.058806658E-1,1.036447525E0,1.327502394E0
2.644230697E0,4.908237457E-1,4.183571339E-1,9.286794662E-1,1.130652994E0
2.649205958E0,2.023668289E-1,5.016804934E-1,7.846248150E-1,9.530329224E-1
2.654181218E0,-9.453678131E-2,5.611072779E-1,6.230995655E-1,8.438196779E-1
2.659156479E0,-3.666200638E-1,6.161946058E-1,4.676699638E-1,8.560497991E-1
2.664131739E0,-5.902366638E-1,6.386089325E-1,3.179430962E-1,9.258987528E-1
2.669107000E0,-7.895584106E-1,6.383244991E-1,1.735796928E-1,1.030043960E0
2.674082260E0,-9.648351669E-1,6.490104198E-1,7.714915276E-2,1.165364070E0
2.679057520E0,-1.116277695E0,6.564580202E-1,1.865696907E-2,1.295129764E0
2.684032781E0,-1.234477043E0,6.512843370E-1,-4.518032074E-2,1.396476322E0
2.689008041E0,-1.309922218E0,6.191610098E-1,-1.286616325E-1,1.454582548E0
2.693983302E0,-1.342712402E0,5.600377321E-1,-2.270498276E-1,1.472436919E0
2.698958562E0,-1.332897186E0,4.930372238E-1,-2.733511925E-1,1.447211625E0
2.703933822E0,-1.266190529E0,4.082646370E-1,-2.916076183E-1,1.361966766E0
2.708909083E0,-1.166500092E0,3.101670742E-1,-3.104283810E-1,1.246311300E0
2.713884343E0,-1.029002190E0,2.031155825E-1,-3.201386929E-1,1.096626750E0
2.718859604E0,-8.967552185E-1,1.201432943E-1,-3.160400391E-1,9.583765645E-1
2.723834864E0,-7.697172165E-1,8.182525635E-3,-2.790913582E-1,8.187939505E-1
2.728810125E0,-6.573762894E-1,-7.567167282E-2,-2.427554131E-1,7.048403922E-1
2.733785385E0,-5.692024231E-1,-1.222726107E-1,-1.974172592E-1,6.147483746E-1
2.738760645E0,-5.099020004E-1,-1.271665096E-1,-1.813344955E-1,5.559258678E-1
2.743735906E0,-4.602251053E-1,-1.336364746E-1,-1.560726166E-1,5.040084489E-1
2.748711166E0,-4.487981796E-1,-1.129919291E-1,-1.311228275E-1,4.810199351E-1
2.753686427E0,-4.420528412E-1,-9.873867035E-2,-1.111681461E-1,4.663886750E-1
2.758661687E0,-4.399538040E-1,-8.604681492E-2,-6.266236305E-2,4.526477392E-1
2.763636947E0,-4.424886703E-1,-7.956743240E-2,9.604215622E-3,4.496881593E-1
2.768612208E0,-4.304885864E-1,-6.480443478E-2,1.057310104E-1,4.479945138E-1
2.773587468E0,-3.896121979E-1,-4.639685154E-2,1.779890060E-1,4.308484871E-1
2.778562729E0,-3.342571259E-1,-2.883207798E-2,2.121441364E-1,3.969436352E-1
2.783537989E0,-2.692413330E-1,-7.173657417E-3,2.656378746E-1,3.782933216E-1
2.788513250E0,-1.850681305E-1,1.890766621E-2,3.431937695E-1,3.903712030E-1
2.793488510E0,-7.223033905E-2,2.572619915E-2,4.208922386E-1,4.278192793E-1
2.798463770E0,3.580188751E-2,-7.640123367E-4,4.941298962E-1,4.954257897E-1
2.803439031E0,1.629734039E-1,-2.698791027E-2,5.630290508E-1,5.867626349E-1
2.808414291E0,3.140382767E-1,-2.885651588E-2,6.085557938E-1,6.854143943E-1
2.813389552E0,4.699077606E-1,-4.935705662E-2,6.309676170E-1,7.882699768E-1
2.818364812E0,6.401386261E-1,-8.846771717E-2,5.920803547E-1,8.764491680E-1
2.823340072E0,7.769231796E-1,-1.319427490E-1,5.350286961E-1,9.525094339E-1
2.828315333E0,8.659982681E-1,-1.656179428E-1,4.646143913E-1,9.966187014E-1
2.833290593E0,9.552841187E-1,-1.801526546E-1,3.952317238E-1,1.049395465E0
2.838265854E0,1.001830101E0,-2.187918425E-1,3.317730427E-1,1.077778629E0
2.843241114E0,1.000987053E0,-2.291717529E-1,2.312684059E-1,1.052606217E0
2.848216375E0,9.576435089E-1,-2.736819983E-1,1.272423267E-1,1.004078451E0
2.853191635E0,9.149017334E-1,-2.950844765E-1,6.267595291E-2,9.633526380E-1
2.858166895E0,8.536186218E-1,-2.838507891E-1,5.655741692E-2,9.013516314E-1
2.863142156E0,7.881107330E-1,-2.448006868E-1,4.172301292E-2,8.263090908E-1
2.868117416E0,7.086782455E-1,-2.255833149E-1,4.176783562E-2,7.448874007E-1
2.873092677E0,5.865135193E-1,-2.163660526E-1,6.113839149E-2,6.281323745E-1
2.878067937E0,4.980468750E-1,-1.881841421E-1,1.282486916E-1,5.476419340E-1
2.883043197E0,4.000825882E-1,-1.551145315E-1,2.045855522E-1,4.753754763E-1
2.888018458E0,3.164615631E-1,-1.120884418E-1,2.470209599E-1,4.168106217E-1
2.892993718E0,1.992902756E-1,-5.414092541E-2,2.459638119E-1,3.211635884E-1
2.897968979E0,1.202335358E-1,-4.938840866E-3,2.539210320E-1,2.809917895E-1
2.902944239E0,6.005668640E-2,4.523825645E-2,2.469167709E-1,2.581108235E-1
2.907919500E0,4.331588745E-3,5.828297138E-2,2.296781540E-1,2.369973034E-1
2.912894760E0,-3.738880157E-2,9.640192986E-2,2.022261620E-1,2.271270022E-1
2.917870020E0,-8.902549744E-2,1.356040239E-1,1.550204754E-1,2.243776689E-1
2.922845281E0,-1.123228073E-1,1.567096710E-1,5.461525917E-2,2.003925162E-1
2.927820541E0,-1.168889999E-1,1.549121141E-1,-4.155468941E-2,1.984630787E-1
2.932795802E0,-1.218252182E-1,1.634824276E-1,-1.525688171E-1,2.546470732E-1
2.937771062E0,-1.701145172E-1,1.631091833E-1,-2.449038029E-1,3.398844323E-1
2.942746322E0,-1.850662231E-1,1.630331278E-1,-3.374929428E-1,4.180081269E-1
2.947721583E0,-2.096366882E-1,1.533775330E-1,-4.397025108E-1,5.106961001E-1
2.952696843E0,-1.767196655E-1,1.242543459E-1,-5.368800163E-1,5.787133441E-1
2.957672104E0,-1.101484299E-1,9.449303150E-2,-6.430711746E-1,6.592436160E-1
2.962647364E0,-6.721591949E-2,4.464876652E-2,-7.245926857E-1,7.290720488E-1
2.967622625E0,1.907634735E-2,2.703261375E-2,-7.289299965E-1,7.296804842E-1
2.972597885E0,7.697677612E-2,2.221941948E-2,-6.801376343E-1,6.848403670E-1
2.977573145E0,1.447906494E-1,-3.371357918E-3,-5.974311829E-1,6.147354850E-1
2.982548458E0,1.603145599E-1,-3.536522388E-2,-5.048851967E-1,5.309053767E-1
2.987523770E0,1.522445679E-1,-6.883811951E-2,-3.692049980E-1,4.052522988E-1
2.992499083E0,1.013717651E-1,-5.565953255E-2,-2.002356052E-1,2.312326014E-1
2.997474395E0,5.066967010E-2,-4.343295097E-2,2.087950706E-2,6.992703707E-2
3.002449708E0,-9.513854980E-3,-4.599010944E-2,2.509801388E-1,2.553363148E-1
3.007425020E0,-5.052566528E-2,-2.948760986E-2,4.661650658E-1,4.698214879E-1
3.012400333E0,-1.154375076E-1,-1.260924339E-2,6.426916122E-1,6.530982465E-1
3.017375645E0,-1.420288086E-1,4.960775375E-3,7.569336891E-1,7.701593351E-1
3.022350958E0,-1.494836807E-1,-5.213022232E-3,8.186659813E-1,8.322178413E-1
3.027326270E0,-1.569757462E-1,-3.330492973E-2,8.327913284E-1,8.481108418E-1
3.032301583E0,-1.597146988E-1,-2.663397789E-2,8.233509064E-1,8.391214863E-1
3.037276895E0,-1.529474258E-1,-4.740452766E-2,8.094635010E-1,8.251492372E-1
3.042252208E0,-1.509923935E-1,-4.791033268E-2,7.577245235E-1,7.741062953E-1
3.047227520E0,-1.729631424E-1,-4.738342762E-2,6.729497910E-1,6.964358255E-1
3.052202833E0,-1.901636124E-1,-5.541586876E-2,6.172652245E-1,6.482665156E-1
3.057178145E0,-2.121753693E-1,-5.779528618E-2,5.714173317E-1,6.122715487E-1
3.062153458E0,-2.246570587E-1,-7.366299629E-2,5.401494503E-1,5.896256946E-1
3.067128770E0,-2.180356979E-1,-6.001901627E-2,5.234858990E-1,5.702449775E-1
3.072104083E0,-1.971158981E-1,-4.089999199E-2,4.974856377E-1,5.366744323E-1
3.077079395E0,-1.858119965E-1,-1.632499695E-2,4.574081898E-1,4.939785983E-1
3.082054708E0,-1.458091736E-1,-5.558133125E-3,4.224793911E-1,4.469676094E-1
3.087030020E0,-1.201410294E-1,-8.615136147E-3,3.975515366E-1,4.153977753E-1
3.092005333E0,-7.051181793E-2,3.124237061E-3,3.348338604E-1,3.421920388E-1
