"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.502109637E0,-3.763043880E-1,-5.998765826E-1,-5.314334035E-1,8.853690582E-1
2.504597293E0,-3.784348965E-1,-5.988113284E-1,-5.250418186E-1,8.817351582E-1
2.507084949E0,-3.773696423E-1,-5.945502520E-1,-5.143891573E-1,8.720631022E-1
2.509572606E0,-3.741738498E-1,-5.881586671E-1,-5.016059875E-1,8.588045495E-1
2.512060262E0,-3.688475490E-1,-5.785713196E-1,-4.877575934E-1,8.418436649E-1
2.514547918E0,-3.603254259E-1,-5.679186583E-1,-4.707133770E-1,8.209367200E-1
2.517035574E0,-3.507380486E-1,-5.540702343E-1,-4.536691606E-1,7.973874281E-1
2.519523231E0,-3.390201628E-1,-5.391565561E-1,-4.355596602E-1,7.715806377E-1
2.522010887E0,-3.241064548E-1,-5.231776237E-1,-4.174501896E-1,7.436561577E-1
2.524498543E0,-3.091927767E-1,-5.050681233E-1,-4.014712274E-1,7.154530934E-1
2.526986199E0,-2.921485603E-1,-4.869586527E-1,-3.865575492E-1,6.869543286E-1
2.529473856E0,-2.719085515E-1,-4.720449448E-1,-3.716438413E-1,6.594541948E-1
2.531961512E0,-2.506032586E-1,-4.581965208E-1,-3.609912097E-1,6.348706155E-1
2.534449168E0,-2.282327414E-1,-4.464786351E-1,-3.514038324E-1,6.123054869E-1
2.536936824E0,-2.047969401E-1,-4.379565120E-1,-3.439469934E-1,5.933356784E-1
2.539424481E0,-1.824263930E-1,-4.304996729E-1,-3.364901543E-1,5.760511966E-1
2.541912137E0,-1.589905918E-1,-4.262386262E-1,-3.322291076E-1,5.633236678E-1
2.544399793E0,-1.376853287E-1,-4.241080880E-1,-3.290333152E-1,5.541550709E-1
2.546887449E0,-1.174453199E-1,-4.241080880E-1,-3.279680312E-1,5.488388679E-1
2.549375106E0,-9.933583438E-2,-4.273038805E-1,-3.279680312E-1,5.477401242E-1
2.551862762E0,-8.335687965E-2,-4.315649271E-1,-3.311638236E-1,5.503327482E-1
2.554350418E0,-6.950845569E-2,-4.390217662E-1,-3.343596160E-1,5.562084946E-1
2.556838074E0,-5.885581672E-2,-4.486091435E-1,-3.386206925E-1,5.651355096E-1
2.559325731E0,-4.926844314E-2,-4.603270590E-1,-3.450122476E-1,5.773749490E-1
2.561813387E0,-4.181159660E-2,-4.709796906E-1,-3.514038324E-1,5.891135137E-1
2.564301043E0,-3.648528084E-2,-4.848281145E-1,-3.577954173E-1,6.036613595E-1
2.566788699E0,-3.328948840E-2,-4.997417927E-1,-3.652522564E-1,6.198864898E-1
2.569276356E0,-3.222422674E-2,-5.146554708E-1,-3.705785871E-1,6.350095619E-1
2.571764012E0,-3.115896136E-2,-5.285038948E-1,-3.748396337E-1,6.486848223E-1
2.574251668E0,-3.222422674E-2,-5.412870646E-1,-3.769701719E-1,6.604063882E-1
2.576739324E0,-3.328948840E-2,-5.508744717E-1,-3.769701719E-1,6.683392732E-1
2.579226981E0,-3.542001545E-2,-5.583313107E-1,-3.769701719E-1,6.746072491E-1
2.581714637E0,-3.861580789E-2,-5.636576414E-1,-3.748396337E-1,6.780161269E-1
2.584202293E0,-4.181159660E-2,-5.657881498E-1,-3.716438413E-1,6.782208968E-1
2.586689949E0,-4.500738904E-2,-5.625923872E-1,-3.673827946E-1,6.734285240E-1
2.589177606E0,-4.820318148E-2,-5.583313107E-1,-3.631217480E-1,6.677685251E-1
2.591665262E0,-5.246423557E-2,-5.508744717E-1,-3.567301631E-1,6.583855928E-1
2.594152918E0,-5.672528967E-2,-5.402218103E-1,-3.492733240E-1,6.457934792E-1
2.596640574E0,-6.098634377E-2,-5.285038948E-1,-3.428817391E-1,6.329325304E-1
2.599128231E0,-6.631266326E-2,-5.135902166E-1,-3.354249001E-1,6.169944437E-1
2.601615887E0,-7.057371736E-2,-4.954807460E-1,-3.279680312E-1,5.983684891E-1
2.604103543E0,-7.696529478E-2,-4.763059914E-1,-3.205111921E-1,5.792395690E-1
2.606591199E0,-8.335687965E-2,-4.539354742E-1,-3.130543530E-1,5.576816404E-1
2.609078856E0,-9.081372619E-2,-4.304996729E-1,-3.066627681E-1,5.363013654E-1
2.611566512E0,-9.933583438E-2,-4.081291258E-1,-2.992059290E-1,5.157142419E-1
2.614054168E0,-1.089232042E-1,-3.846933246E-1,-2.928143442E-1,4.955738679E-1
2.616541824E0,-1.195758432E-1,-3.623228073E-1,-2.896185517E-1,4.790147226E-1
2.619029481E0,-1.323590130E-1,-3.442133069E-1,-2.853575051E-1,4.662945578E-1
2.621517137E0,-1.462074369E-1,-3.282343447E-1,-2.832269669E-1,4.575280477E-1
2.624004793E0,-1.621863842E-1,-3.154512048E-1,-2.810964286E-1,4.525804768E-1
2.626492449E0,-1.792306006E-1,-3.058638275E-1,-2.789659202E-1,4.511078294E-1
2.628980106E0,-1.973400861E-1,-2.994722426E-1,-2.747048736E-1,4.517626603E-1
2.631467762E0,-2.154495716E-1,-2.952111959E-1,-2.704437971E-1,4.546515320E-1
2.633955418E0,-2.356895804E-1,-2.941459119E-1,-2.651174963E-1,4.608239172E-1
2.636443074E0,-2.548643351E-1,-2.952111959E-1,-2.587259114E-1,4.680219832E-1
2.638930731E0,-2.751043439E-1,-2.962764502E-1,-2.512690723E-1,4.760234045E-1
2.641418387E0,-2.932138145E-1,-3.005374968E-1,-2.427469492E-1,4.849981540E-1
2.643906043E0,-3.102580309E-1,-3.058638275E-1,-2.363553643E-1,4.956577296E-1
2.646393699E0,-3.262369931E-1,-3.133206666E-1,-2.299637944E-1,5.074285787E-1
2.648881356E0,-3.400854170E-1,-3.239732981E-1,-2.235722095E-1,5.201935424E-1
2.651369012E0,-3.539338410E-1,-3.367564678E-1,-2.193111479E-1,5.355104686E-1
2.653856668E0,-3.635212183E-1,-3.484743834E-1,-2.161153555E-1,5.479853273E-1
2.656344324E0,-3.731085956E-1,-3.612575233E-1,-2.150501013E-1,5.621063674E-1
2.658831981E0,-3.784348965E-1,-3.751059473E-1,-2.150501013E-1,5.745989807E-1
2.661319637E0,-3.837612271E-1,-3.878891170E-1,-2.161153555E-1,5.868871215E-1
2.663807293E0,-3.848264813E-1,-4.017375410E-1,-2.193111479E-1,5.979814815E-1
2.666294949E0,-3.848264813E-1,-4.134554565E-1,-2.235722095E-1,6.074712899E-1
2.668782606E0,-3.826959729E-1,-4.241080880E-1,-2.288985252E-1,6.154010179E-1
2.671270262E0,-3.784348965E-1,-4.336954653E-1,-2.363553643E-1,6.222287246E-1
2.673757918E0,-3.741738498E-1,-4.411523044E-1,-2.459427416E-1,6.285771693E-1
2.676245574E0,-3.688475490E-1,-4.475438893E-1,-2.555301189E-1,6.337504942E-1
2.678733231E0,-3.635212183E-1,-4.539354742E-1,-2.661827505E-1,6.395766940E-1
2.681220887E0,-3.571296334E-1,-4.581965208E-1,-2.779006660E-1,6.439832350E-1
2.683708543E0,-3.496727943E-1,-4.603270590E-1,-2.885532975E-1,6.460921528E-1
2.686196199E0,-3.422159553E-1,-4.613923132E-1,-2.970753908E-1,6.467212804E-1
2.688683856E0,-3.347590864E-1,-4.603270590E-1,-3.034669757E-1,6.450246914E-1
2.691171512E0,-3.273022473E-1,-4.581965208E-1,-3.087933064E-1,6.422025528E-1
2.693659168E0,-3.198454082E-1,-4.539354742E-1,-3.109238148E-1,6.364213372E-1
2.696146824E0,-3.113232851E-1,-4.464786351E-1,-3.109238148E-1,6.268484490E-1
2.698634481E0,-3.017359376E-1,-4.368912578E-1,-3.098585606E-1,6.147608272E-1
2.701122137E0,-2.921485603E-1,-4.251733422E-1,-3.077280223E-1,6.006826849E-1
2.703610366E0,-2.814959288E-1,-4.102596641E-1,-3.034669757E-1,5.827908331E-1
2.706098126E0,-2.697780132E-1,-3.942807019E-1,-2.981406748E-1,5.631388020E-1
2.708585783E0,-2.569948435E-1,-3.761712313E-1,-2.928143442E-1,5.415638328E-1
2.711073439E0,-2.442116886E-1,-3.548659384E-1,-2.874880135E-1,5.178981956E-1
2.713561095E0,-2.324937880E-1,-3.335606754E-1,-2.832269669E-1,4.955134714E-1
2.716048699E0,-2.218411565E-1,-3.090596199E-1,-2.779006660E-1,4.711264454E-1
2.718536303E0,-2.111885101E-1,-2.856238186E-1,-2.725743353E-1,4.477480551E-1
2.721023908E0,-2.026664019E-1,-2.621880174E-1,-2.672480047E-1,4.257202402E-1
2.723511512E0,-1.930790395E-1,-2.398174703E-1,-2.629869580E-1,4.049124284E-1
2.725999116E0,-1.856221855E-1,-2.195774615E-1,-2.555301189E-1,3.846628381E-1
2.728486720E0,-1.792306006E-1,-2.004027218E-1,-2.491385341E-1,3.665444969E-1
2.730974324E0,-1.728390306E-1,-1.822932363E-1,-2.406164259E-1,3.478511447E-1
2.733461928E0,-1.675127149E-1,-1.684448123E-1,-2.299637944E-1,3.306319875E-1
2.735949533E0,-1.632516533E-1,-1.556616426E-1,-2.182458937E-1,3.138676782E-1
2.738437137E0,-1.600558609E-1,-1.450090110E-1,-2.054627240E-1,2.980946541E-1
2.740924741E0,-1.568600684E-1,-1.364869028E-1,-1.916143000E-1,2.827539490E-1
2.743412710E0,-1.525990218E-1,-1.279647946E-1,-1.756353378E-1,2.655357264E-1
2.745900522E0,-1.494032294E-1,-1.205079481E-1,-1.617869139E-1,2.510348502E-1
2.748388178E0,-1.451421678E-1,-1.130511016E-1,-1.468732208E-1,2.354114344E-1
2.750875835E0,-1.408811212E-1,-1.066595241E-1,-1.330247968E-1,2.211771710E-1
2.753363491E0,-1.366200596E-1,-1.023984700E-1,-1.191763729E-1,2.082150216E-1
2.755851147E0,-1.334242672E-1,-9.813741595E-2,-1.063932031E-1,1.968565497E-1
2.758338803E0,-1.291632205E-1,-9.707214683E-2,-9.361004084E-2,1.867323726E-1
2.760826460E0,-1.259674281E-1,-9.600688517E-2,-8.189214021E-2,1.783015355E-1
2.763314116E0,-1.238368973E-1,-9.600688517E-2,-7.123950869E-2,1.721277628E-1
2.765801720E0,-1.217063740E-1,-9.600688517E-2,-6.165213138E-2,1.668255040E-1
2.768289324E0,-1.206411049E-1,-9.707214683E-2,-5.419528857E-2,1.640561099E-1
2.770776928E0,-1.195758432E-1,-9.813741595E-2,-4.673844203E-2,1.615977000E-1
2.773264533E0,-1.185105816E-1,-9.813741595E-2,-4.034686089E-2,1.590709890E-1
2.775752137E0,-1.195758432E-1,-9.707214683E-2,-3.608580679E-2,1.581883985E-1
2.778239741E0,-1.206411049E-1,-9.494162351E-2,-3.289001435E-2,1.570029971E-1
2.780727345E0,-1.217063740E-1,-9.068056941E-2,-3.075948730E-2,1.548597856E-1
2.783214949E0,-1.238368973E-1,-8.428898454E-2,-3.075948730E-2,1.529259825E-1
2.785702553E0,-1.259674281E-1,-7.789740711E-2,-3.075948730E-2,1.512677925E-1
2.788190158E0,-1.291632205E-1,-6.937529147E-2,-3.289001435E-2,1.502591816E-1
2.790677762E0,-1.334242672E-1,-6.085318699E-2,-3.608580679E-2,1.510209618E-1
2.793165366E0,-1.376853287E-1,-5.020054802E-2,-3.928159550E-2,1.517247129E-1
2.795652970E0,-1.408811212E-1,-3.741738573E-2,-4.460791498E-2,1.524382404E-1
2.798140574E0,-1.430116445E-1,-2.463422157E-2,-4.993423447E-2,1.534685737E-1
2.800628178E0,-1.462074369E-1,-1.291632187E-2,-5.419528857E-2,1.564626961E-1
2.803115783E0,-1.483379602E-1,-1.198421582E-3,-5.845634267E-2,1.594450710E-1
2.805603387E0,-1.504684836E-1,9.454214945E-3,-6.165213138E-2,1.628837992E-1
2.808090991E0,-1.515337527E-1,2.010685205E-2,-6.378266215E-2,1.656351161E-1
2.810578595E0,-1.525990218E-1,2.969422378E-2,-6.484792382E-2,1.684442388E-1
2.813066199E0,-1.547295451E-1,3.928159550E-2,-6.591318548E-2,1.727102310E-1
2.815553803E0,-1.589905918E-1,4.886896908E-2,-6.804371625E-2,1.797112454E-1
2.818041408E0,-1.611211300E-1,5.739107728E-2,-7.017423958E-2,1.848734112E-1
2.820529012E0,-1.653821766E-1,6.697845459E-2,-7.017423958E-2,1.917336737E-1
2.823016616E0,-1.685779691E-1,7.443529367E-2,-7.123950869E-2,1.975707777E-1
2.825504220E0,-1.728390306E-1,8.082687855E-2,-7.123950869E-2,2.036697876E-1
2.827991824E0,-1.781653464E-1,8.508793265E-2,-7.230477035E-2,2.102637076E-1
2.830479428E0,-1.824263930E-1,8.828372508E-2,-7.123950869E-2,2.148219556E-1
2.832967033E0,-1.856221855E-1,8.828372508E-2,-7.017423958E-2,2.171958465E-1
2.835454689E0,-1.898832470E-1,8.615319431E-2,-6.910897791E-2,2.196680933E-1
2.837942345E0,-1.941442937E-1,8.082687855E-2,-6.804371625E-2,2.210315325E-1
2.840430001E0,-1.962748319E-1,7.443529367E-2,-6.591318548E-2,2.200203868E-1
2.842917658E0,-1.984053552E-1,6.484792382E-2,-6.378266215E-2,2.182616920E-1
2.845405314E0,-1.994706094E-1,5.526055023E-2,-6.165213138E-2,2.159704557E-1
2.847892970E0,-1.984053552E-1,4.567318037E-2,-5.845634267E-2,2.118203682E-1
2.850380626E0,-1.973400861E-1,3.502054140E-2,-5.632581562E-2,2.081877648E-1
2.852868283E0,-1.941442937E-1,2.543316968E-2,-5.526055023E-2,2.034516682E-1
2.855355939E0,-1.909485012E-1,1.691105962E-2,-5.419528857E-2,1.992095464E-1
2.857843595E0,-1.856221855E-1,8.388951421E-3,-5.419528857E-2,1.935538673E-1
2.860331251E0,-1.802958697E-1,9.321057005E-4,-5.526055023E-2,1.885767692E-1
2.862818908E0,-1.739042848E-1,-6.524739787E-3,-5.632581562E-2,1.829149256E-1
2.865306564E0,-1.675127149E-1,-1.398158539E-2,-5.845634267E-2,1.779694872E-1
2.867794220E0,-1.600558609E-1,-1.930790395E-2,-6.165213138E-2,1.726026044E-1
2.870281876E0,-1.536642760E-1,-2.463422157E-2,-6.591318548E-2,1.690091791E-1
2.872769533E0,-1.451421678E-1,-2.783001214E-2,-7.123950869E-2,1.640604341E-1
2.875257189E0,-1.387505829E-1,-2.889527567E-2,-7.656582445E-2,1.610868918E-1
2.877744845E0,-1.323590130E-1,-2.889527567E-2,-8.082687855E-2,1.577556007E-1
2.880232501E0,-1.259674281E-1,-2.676474862E-2,-8.615319431E-2,1.549403679E-1
2.882720158E0,-1.206411049E-1,-2.250369452E-2,-9.147951752E-2,1.530659811E-1
2.885207814E0,-1.153147891E-1,-1.611211337E-2,-9.574057162E-2,1.507426875E-1
2.887695470E0,-1.121189967E-1,-8.655266836E-3,-1.010668874E-1,1.511955647E-1
2.890183126E0,-1.099884734E-1,9.321057005E-4,-1.053279415E-1,1.522902109E-1
2.892670783E0,-1.078579426E-1,1.051947847E-2,-1.106542572E-1,1.548817609E-1
2.895158439E0,-1.067926809E-1,2.010685205E-2,-1.170458421E-1,1.597144056E-1
2.897646095E0,-1.078579426E-1,2.969422378E-2,-1.223721579E-1,1.658011693E-1
2.900133751E0,-1.089232042E-1,3.821633384E-2,-1.287637353E-1,1.729301944E-1
2.902621408E0,-1.110537350E-1,4.673844203E-2,-1.372858584E-1,1.826603978E-1
2.905109064E0,-1.131842583E-1,5.419528857E-2,-1.447426975E-1,1.915678838E-1
2.907596720E0,-1.163800508E-1,5.952160433E-2,-1.532648057E-1,2.014379266E-1
2.910084376E0,-1.185105816E-1,6.271740049E-2,-1.649827063E-1,2.125970923E-1
2.912572033E0,-1.217063740E-1,6.484792382E-2,-1.777658761E-1,2.249853359E-1
2.915059689E0,-1.238368973E-1,6.484792382E-2,-1.905490309E-1,2.363255457E-1
2.917547345E0,-1.249021590E-1,6.378266215E-2,-2.065279931E-1,2.496449263E-1
2.920035001E0,-1.238368973E-1,6.058686972E-2,-2.246374637E-1,2.635684655E-1
2.922522658E0,-1.227716357E-1,5.632581562E-2,-2.438122183E-1,2.787290258E-1
2.925010314E0,-1.185105816E-1,4.993423447E-2,-2.640522122E-1,2.937035180E-1
2.927497970E0,-1.131842583E-1,4.247738793E-2,-2.864227593E-1,3.108906590E-1
2.929985626E0,-1.057274193E-1,3.395527974E-2,-3.098585606E-1,3.291558533E-1
2.932473283E0,-9.507478029E-2,2.436790615E-2,-3.322291076E-1,3.464234239E-1
2.934960939E0,-8.335687965E-2,1.584579609E-2,-3.556649089E-1,3.656459846E-1
2.937448595E0,-6.844318658E-2,6.258423906E-3,-3.780354261E-1,3.842322489E-1
2.939936251E0,-5.139897019E-2,-4.394212738E-3,-4.004059732E-1,4.037153782E-1
2.942423908E0,-3.115896136E-2,-1.398158539E-2,-4.217112362E-1,4.230918723E-1
2.944911564E0,-9.853689000E-3,-2.250369452E-2,-4.408859909E-1,4.415698907E-1
2.947399220E0,1.358211134E-2,-3.102580272E-2,-4.568649530E-1,4.581186085E-1
2.949886876E0,3.808317333E-2,-3.848264739E-2,-4.696480930E-1,4.727584727E-1
2.952374533E0,6.471476704E-2,-4.380896688E-2,-4.813660085E-1,4.876683923E-1
2.954862189E0,9.241162241E-2,-5.020054802E-2,-4.888228476E-1,5.000077793E-1
2.957349845E0,1.190432087E-1,-5.446160212E-2,-4.941491783E-1,5.111954245E-1
2.959837501E0,1.478053331E-1,-5.659212917E-2,-4.952144325E-1,5.198907767E-1
2.962325158E0,1.733716577E-1,-5.872265995E-2,-4.941491783E-1,5.269625156E-1
2.964812814E0,1.989379823E-1,-6.085318699E-2,-4.877575934E-1,5.302705923E-1
2.967300470E0,2.223737836E-1,-6.085318699E-2,-4.792354703E-1,5.318080913E-1
2.969788126E0,2.447443157E-1,-6.085318699E-2,-4.675175846E-1,5.312020165E-1
2.972275783E0,2.649843395E-1,-6.085318699E-2,-4.536691606E-1,5.289002910E-1
2.974763439E0,2.830938101E-1,-5.978792161E-2,-4.355596602E-1,5.229043110E-1
2.977251095E0,2.990727723E-1,-5.872265995E-2,-4.142543972E-1,5.142952260E-1
2.979738751E0,3.118559420E-1,-5.765739456E-2,-3.918838501E-1,5.041343627E-1
2.982226408E0,3.203780353E-1,-5.552686751E-2,-3.663175404E-1,4.898100233E-1
2.984714064E0,3.278348744E-1,-5.126581341E-2,-3.386206925E-1,4.740968908E-1
2.987201720E0,3.310306668E-1,-4.593949392E-2,-3.087933064E-1,4.550220275E-1
2.989689376E0,3.310306668E-1,-3.954791278E-2,-2.789659202E-1,4.347037203E-1
2.992177033E0,3.289001584E-1,-3.102580272E-2,-2.459427416E-1,4.118564638E-1
2.994664689E0,3.235738277E-1,-2.143843099E-2,-2.118543088E-1,3.873523932E-1
2.997152345E0,3.161169887E-1,-9.720530361E-3,-1.756353378E-1,3.617626447E-1
2.999640001E0,3.065296113E-1,1.997369342E-3,-1.383511126E-1,3.363114962E-1
3.002127658E0,2.969422340E-1,1.478053257E-2,-1.000016257E-1,3.136773496E-1
3.004615314E0,2.862896025E-1,2.756369673E-2,-6.058686972E-2,2.939256074E-1
3.007102970E0,2.745717168E-1,4.034686089E-2,-2.117211558E-2,2.783267061E-1
3.009590626E0,2.617885470E-1,5.206476152E-2,1.717737690E-2,2.674678392E-1
3.012078283E0,2.500706315E-1,6.484792382E-2,5.659212917E-2,2.644678488E-1
3.014565939E0,2.372874767E-1,7.869634777E-2,9.600688517E-2,2.677980279E-1
3.017053595E0,2.255695760E-1,9.254477918E-2,1.322258562E-1,2.773623025E-1
3.019541251E0,2.127864063E-1,1.063932031E-1,1.673795432E-1,2.908839629E-1
3.022028908E0,2.010685056E-1,1.202416345E-1,2.014679909E-1,3.089918219E-1
3.024516564E0,1.904158741E-1,1.351553202E-1,2.312953621E-1,3.286680852E-1
3.027004220E0,1.797632426E-1,1.490037590E-1,2.589922249E-1,3.487031921E-1
3.029491876E0,1.701758653E-1,1.639174372E-1,2.845585644E-1,3.698679872E-1
3.031979533E0,1.616537571E-1,1.788311303E-1,3.069290817E-1,3.902793506E-1
3.034467189E0,1.531316489E-1,1.937448233E-1,3.261038363E-1,4.090599840E-1
3.036954845E0,1.446095407E-1,2.097237855E-1,3.420827985E-1,4.265168537E-1
3.039442501E0,1.371526867E-1,2.257027328E-1,3.548659384E-1,4.423600539E-1
3.041930158E0,1.286305785E-1,2.416816950E-1,3.665838540E-1,4.575364351E-1
3.044417814E0,1.211737394E-1,2.587259114E-1,3.740406930E-1,4.706682615E-1
3.046905470E0,1.115863696E-1,2.747048736E-1,3.793670237E-1,4.814910426E-1
3.049393126E0,1.009337306E-1,2.896185517E-1,3.825628161E-1,4.903272701E-1
3.051880783E0,9.134636074E-2,3.024017215E-1,3.825628161E-1,4.961302924E-1
3.054368439E0,7.856319100E-2,3.151848912E-1,3.814975321E-1,5.010529490E-1
3.056856095E0,6.578002870E-2,3.258375227E-1,3.772364855E-1,5.027966481E-1
3.059343751E0,5.086633936E-2,3.343596160E-1,3.708449006E-1,5.019060446E-1
3.061831408E0,3.382211924E-2,3.407512009E-1,3.633880615E-1,4.993057179E-1
3.064319064E0,1.677790284E-2,3.439469934E-1,3.527354300E-1,4.929536650E-1
3.066806720E0,-2.396843163E-3,3.450122476E-1,3.388870060E-1,4.836151349E-1
3.069294376E0,-2.263685316E-2,3.439469934E-1,3.261038363E-1,4.745057148E-1
3.071782033E0,-4.394212365E-2,3.407512009E-1,3.111901283E-1,4.635532193E-1
3.074269689E0,-6.631266326E-2,3.354249001E-1,2.941459119E-1,4.510310969E-1
3.076757345E0,-8.974846452E-2,3.290333152E-1,2.771016955E-1,4.394349315E-1
3.079245001E0,-1.153147891E-1,3.215764761E-1,2.579269707E-1,4.280598706E-1
3.081732658E0,-1.419463754E-1,3.141196072E-1,2.376869470E-1,4.187063241E-1
3.084220314E0,-1.685779691E-1,3.045322299E-1,2.163816839E-1,4.098529539E-1
3.086707970E0,-1.962748319E-1,2.949448824E-1,1.961416751E-1,4.049541332E-1
3.089195626E0,-2.229064107E-1,2.853575051E-1,1.748363972E-1,4.020994148E-1
3.091683283E0,-2.506032586E-1,2.747048736E-1,1.535311192E-1,4.022891564E-1
3.094170939E0,-2.772348523E-1,2.629869580E-1,1.343563795E-1,4.050591810E-1
3.096658595E0,-3.038664460E-1,2.502037883E-1,1.141163707E-1,4.098283772E-1
3.099146251E0,-3.294327855E-1,2.363553643E-1,9.387636185E-2,4.161761523E-1
3.101633908E0,-3.539338410E-1,2.235722095E-1,7.576687634E-2,4.254342678E-1
3.104121564E0,-3.763043880E-1,2.097237855E-1,5.765739456E-2,4.346417304E-1
3.106609220E0,-3.986749053E-1,1.980058849E-1,4.274370521E-2,4.471856828E-1
3.109096876E0,-4.189149141E-1,1.852227151E-1,2.783001214E-2,4.588808877E-1
3.111584533E0,-4.380896688E-1,1.724395454E-1,1.504684892E-2,4.710460300E-1
3.114072189E0,-4.540686309E-1,1.596563905E-1,4.394212738E-3,4.813395826E-1
3.116559845E0,-4.679170549E-1,1.490037590E-1,-5.193160381E-3,4.910961814E-1
3.119047501E0,-4.796349406E-1,1.383511126E-1,-1.158474199E-2,4.993244565E-1
3.121535158E0,-4.881570637E-1,1.276984811E-1,-1.797632314E-2,5.049033265E-1
3.124022814E0,-4.934833944E-1,1.191763729E-1,-2.223737910E-2,5.081568355E-1
3.126510470E0,-4.956139028E-1,1.127847880E-1,-2.756369673E-2,5.090317342E-1
3.128998126E0,-4.966791868E-1,1.063932031E-1,-3.075948730E-2,5.088770719E-1
3.131485783E0,-4.934833944E-1,1.031974182E-1,-3.502054140E-2,5.053731354E-1
3.133973439E0,-4.870918095E-1,1.000016257E-1,-3.821633384E-2,4.987175997E-1
3.136461095E0,-4.785696864E-1,9.787109494E-2,-4.247738793E-2,4.903182889E-1
3.138948751E0,-4.647212625E-1,9.680583328E-2,-4.673844203E-2,4.769923512E-1
3.141436408E0,-4.508728385E-1,9.680583328E-2,-5.099949613E-2,4.639597337E-1
3.143924064E0,-4.338286221E-1,9.787109494E-2,-5.419528857E-2,4.480213766E-1
3.146411720E0,-4.135886133E-1,9.893636405E-2,-5.845634267E-2,4.292564375E-1
3.148899376E0,-3.933486044E-1,1.000016257E-1,-6.271740049E-2,4.106786117E-1
3.151387033E0,-3.688475490E-1,1.010668874E-1,-6.697845459E-2,3.882642702E-1
3.153874689E0,-3.443464637E-1,1.031974182E-1,-7.123950869E-2,3.664686368E-1
3.156362345E0,-3.177148700E-1,1.042626798E-1,-7.656582445E-2,3.430390218E-1
3.158850001E0,-2.900180221E-1,1.042626798E-1,-8.189214021E-2,3.188847474E-1
3.161337658E0,-2.612559199E-1,1.031974182E-1,-8.721846342E-2,2.941282427E-1
3.163825314E0,-2.324937880E-1,1.010668874E-1,-9.254477918E-2,2.698748105E-1
3.166312970E0,-2.026664019E-1,9.893636405E-2,-9.787109494E-2,2.458471594E-1
3.168800626E0,-1.728390306E-1,9.574057162E-2,-1.042626798E-1,2.234061189E-1
3.171288283E0,-1.430116445E-1,9.254477918E-2,-1.095889956E-1,2.025502766E-1
3.173775939E0,-1.131842583E-1,8.721846342E-2,-1.149153188E-1,1.833664833E-1
3.176263595E0,-8.335687965E-2,8.082687855E-2,-1.202416345E-1,1.671508431E-1
3.178751251E0,-5.246423557E-2,7.337003201E-2,-1.255679578E-1,1.546058525E-1
3.181238908E0,-2.370211668E-2,6.591318548E-2,-1.298290044E-1,1.475191809E-1
3.183726564E0,3.994738683E-3,5.632581562E-2,-1.340900660E-1,1.454946777E-1
3.186214220E0,3.169159219E-2,4.673844203E-2,-1.383511126E-1,1.494318217E-1
3.188701876E0,5.619265884E-2,3.608580679E-2,-1.415469050E-1,1.565098294E-1
3.191189533E0,7.962846011E-2,2.543316968E-2,-1.458079666E-1,1.680699286E-1
3.193677189E0,1.019989923E-1,1.371526904E-2,-1.479384899E-1,1.802157036E-1
3.196164845E0,1.211737394E-1,1.997369342E-3,-1.511342824E-1,1.937230908E-1
3.198652501E0,1.392832249E-1,-8.655266836E-3,-1.521995366E-1,2.064931702E-1
3.201140158E0,1.531316489E-1,-1.824264042E-2,-1.543300748E-1,2.181739393E-1
3.203628283E0,1.648495495E-1,-2.783001214E-2,-1.543300748E-1,2.275250657E-1
3.206115835E0,1.755021811E-1,-3.848264739E-2,-1.553953290E-1,2.375492327E-1
3.208603387E0,1.829590350E-1,-4.700475931E-2,-1.564605981E-1,2.452822347E-1
3.211090939E0,1.872200817E-1,-5.552686751E-2,-1.553953290E-1,2.495642207E-1
3.213578491E0,1.904158741E-1,-6.404897571E-2,-1.532648057E-1,2.526867172E-1
3.216066043E0,1.914811432E-1,-7.257108390E-2,-1.532648057E-1,2.557766430E-1
3.218553595E0,1.904158741E-1,-8.109319210E-2,-1.511342824E-1,2.562730618E-1
3.221041147E0,1.882853508E-1,-9.068056941E-2,-1.500690132E-1,2.572839827E-1
3.223528699E0,1.850895584E-1,-9.920267761E-2,-1.490037590E-1,2.574906524E-1
3.226016251E0,1.818937659E-1,-1.066595241E-1,-1.479384899E-1,2.575798769E-1
3.228503803E0,1.765674502E-1,-1.130511016E-1,-1.458079666E-1,2.553753691E-1
3.230991356E0,1.712411344E-1,-1.194426864E-1,-1.436774284E-1,2.534428631E-1
3.233478908E0,1.648495495E-1,-1.237037405E-1,-1.426121742E-1,2.506316453E-1
3.235966460E0,1.584579647E-1,-1.268995255E-1,-1.383511126E-1,2.456693845E-1
3.238454064E0,1.520663798E-1,-1.290300637E-1,-1.351553202E-1,2.409147189E-1
3.240941668E0,1.446095407E-1,-1.300953180E-1,-1.308942735E-1,2.344568657E-1
3.243429533E0,1.371526867E-1,-1.279647946E-1,-1.255679578E-1,2.257280668E-1
3.245917397E0,1.307611167E-1,-1.237037405E-1,-1.213068962E-1,2.170632354E-1
3.248405262E0,1.233042628E-1,-1.162468940E-1,-1.170458421E-1,2.059539044E-1
